RAZON SOCIAL,DIRECCION OPERATIVA,DISTRITO,DEPARTAMENTO,lat,lng
JG EESS - Grifo JG EESS,Sin dirección,Sin distrito,LIMA,-11.952324,-76.986949
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.874912,-77.136042
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.2168,-76.941025
Grifo Pecsa V Zona Megusac,Sin dirección,Sin distrito,LIMA,-11.912191,-77.006908
GNV - Grifo PECSA Collique,Avenida Revolución,Sin distrito,LIMA,-11.913051,-77.024682
Pecsa Los Incas,Avenida Los Incas,Sin distrito,LIMA,-11.916241,-77.045352
Grifo Señor de la Ascención de Cachuy,Antigua Carretera Panamericana Sur,Sin distrito,LIMA,-13.096626,-76.387838
Petroamerica,Avenida Óscar Raimundo Benavides,Sin distrito,LIMA,-12.048526,-77.062542
Siroco,Sin dirección,Sin distrito,LIMA,-12.06191,-77.029219
Primax - Primax,Avenida Defensores de Lima,San Juan de Miraflores,LIMA,-12.131704,-76.976892
Gazel - Gazel,Avenida Malecon Miguel Checa Eguiguren,Sin distrito,LIMA,-12.030388,-77.010534
Petroperu,Carretera Panamericana Sur,Sin distrito,LIMA,-12.241326,-76.947414
Repsol,Avenida Guardia Civil Sur,Sin distrito,LIMA,-12.184314,-77.00635
Pecsa,Sin dirección,Sin distrito,LIMA,-12.085082,-77.093773
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.960563,-76.98857
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.152456,-76.951532
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.14286,-77.017861
Repsol - Repsol,Avenida Pachacutec,Sin distrito,LIMA,-12.163419,-76.954923
Gazel,Sin dirección,Sin distrito,LIMA,-12.070858,-76.953411
Gas Natural Vehicular,Sin dirección,Sin distrito,LIMA,-12.043844,-77.052195
Grifo K Ying,Avenida Antigua Panamericana Sur,Mala,LIMA,-12.660584,-76.633498
Grifo Repsol,Sin dirección,Sin distrito,LIMA,-11.619931,-77.220729
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.830206,-77.103414
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.984625,-76.994917
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-11.982204,-77.012785
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.836127,-77.097818
PetroPerú - Grifo Villa Hermosa,Sin dirección,Sin distrito,LIMA,-12.008898,-76.832094
Corazon de Jesús - Corazón de Jesús,Avenida Próceres de la Independencia 197;199,San Juan de Lurigancho,LIMA,-12.02666,-77.010978
Petroperu,Sin dirección,Sin distrito,LIMA,-11.942394,-76.981839
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-11.971499,-76.992466
PECSA,Avenida Tomas Valle,Sin distrito,LIMA,-12.010276,-77.070183
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.077138,-76.976109
Primax - Primax,Avenida Simón Bolívar,Sin distrito,LIMA,-12.071906,-77.064581
Petro Perú,Avenida Nestor Gambetta,Sin distrito,LIMA,-11.839394,-77.1122
Primax - Primax,Avenida Tingo María,Breña,LIMA,-12.05941,-77.058839
Repsol - Repsol,Jirón Rosendo Vidaure,Sin distrito,LIMA,-12.13886,-77.018079
Primax - Primax (GNV),Faustino Sanchez Carrion,Sin distrito,LIMA,-12.089047,-77.058706
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.078592,-77.084267
Primax - Primax,Avenida Paseo de la República,San Isidro,LIMA,-12.102567,-77.027843
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.881663,-77.125879
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.019932,-77.004889
AVA,Sin dirección,Sin distrito,LIMA,-12.04954,-77.053539
Grifo San Ignacio,Zona Canta,Canta,LIMA,-11.703327,-76.939431
Super 2T,Los Tusilagos Oeste,Sin distrito,LIMA,-12.013121,-77.006084
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.010276,-77.003798
Las Flores,Avenida Las Flores de Primavera,Sin distrito,LIMA,-12.007849,-77.011173
Enpex,Sin dirección,Sin distrito,LIMA,-11.99683,-77.009257
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.996522,-77.015114
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.988889,-77.009652
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.985049,-77.00726
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.985446,-77.003184
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.982633,-77.006242
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-11.979668,-77.005332
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.977163,-77.010316
Pecsa - Gazel,Sin dirección,Sin distrito,LIMA,-11.946214,-76.984495
Repsol,Sin dirección,Sin distrito,LIMA,-11.946571,-76.983719
Repsol,Sin dirección,Sin distrito,LIMA,-11.943918,-76.981894
Primax,Sin dirección,Sin distrito,LIMA,-11.93634,-76.970488
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.934328,-76.970203
Enpex,Sin dirección,Sin distrito,LIMA,-11.933233,-76.968239
Repsol,Sin dirección,Sin distrito,LIMA,-11.999966,-76.838345
Sin nombre,Avenida Lima,Sin distrito,LIMA,-12.028927,-77.079821
PetroPerú - Petro Perú,Sin dirección,Sin distrito,LIMA,-12.037668,-76.954775
Grifos Espinoza,Avenida Tomás Valle 579,San Martín de Porres,LIMA,-12.009668,-77.064859
Primax - Primax,Avenida Óscar Raimundo Benavides,Sin distrito,LIMA,-12.047805,-77.053559
Primax,Sin dirección,Sin distrito,LIMA,-12.045986,-77.065344
Primax,Sin dirección,Sin distrito,LIMA,-11.099658,-77.410668
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.576525,-77.261758
Repsol,Sin dirección,Sin distrito,LIMA,-11.551705,-77.275642
PetroPerú,Carretera Central,Sin distrito,LIMA,-11.982016,-76.795259
Primax,Avenida Los Dominicos,Sin distrito,LIMA,-12.006675,-77.098523
Primax - Primax,Zona Surquillo,Surquillo,LIMA,-12.11973,-76.998761
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.992553,-77.00031
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.066912,-77.054625
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.033475,-77.052563
PetroPerú - PetroPerú,Avenida Los Héroes,Sin distrito,LIMA,-12.158859,-76.958981
Primax - Primax,Avenida 28 de Julio,Lima,LIMA,-12.062028,-77.018635
Primax,Metropolitana,Sin distrito,LIMA,-11.95577,-77.05954
GNV,Avenida Mexico,Sin distrito,LIMA,-11.955677,-77.060403
Repsol,Metropolitana,Sin distrito,LIMA,-11.959528,-77.060486
Repsol - Repsol,Rosa de America,Sin distrito,LIMA,-11.962234,-77.063752
GNV,Avenida Panamericana Norte,Los Olivos,LIMA,-11.955936,-77.068827
GNV,Avenida Alfredo Mendiola,Los Olivos,LIMA,-11.952384,-77.070424
Repsol,Panamericana Norte,Sin distrito,LIMA,-11.541714,-77.280503
Primax,Panamericana Norte,Sin distrito,LIMA,-11.543509,-77.27973
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.10985,-76.977333
GNV,Sin dirección,Sin distrito,LIMA,-11.995561,-77.083914
Pecsa - Pecsa,Avenida Universitaria,San Martín de Porres,LIMA,-11.995774,-77.084981
PetroPerú - Grifo Palao,Sin dirección,Sin distrito,LIMA,-12.023094,-77.058422
Primax,Avenida Angélica Gamarra,Sin distrito,LIMA,-12.00643,-77.07286
Repsol,Avenida Angélica Gamarra 1345,Sin distrito,LIMA,-12.006898,-77.076029
Pecsa - Pecsa,Avenida Tomás Valle,Sin distrito,LIMA,-12.013501,-77.082675
Primax - Primax,Avenida Tomás Valle,Sin distrito,LIMA,-12.013019,-77.085404
Repsol - Repsol,Avenida Tomás Valle,Sin distrito,LIMA,-12.014079,-77.095223
Primax,Avenida Los Dominicos,Sin distrito,LIMA,-12.018866,-77.090574
Repsol - Repsol,Avenida Tomás Valle,Sin distrito,LIMA,-12.012783,-77.086339
Petro America,Avenida Tomás Valle,Callao,LIMA,-12.017646,-77.098341
Pecsa,Avenida Angélica Gamarra,Sin distrito,LIMA,-12.007096,-77.082836
Primax,Sin dirección,Sin distrito,LIMA,-12.011401,-77.10506
Pecsa,Avenida Pacasmayo,Sin distrito,LIMA,-12.001617,-77.106189
Primax,Avenida José Granda,Sin distrito,LIMA,-12.024226,-77.079643
Grifo Repsol,Sin dirección,Sin distrito,LIMA,-12.031738,-77.081365
Repsol - Repsol,Avenida El Olivar,Sin distrito,LIMA,-12.027534,-77.102684
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.021288,-77.105928
Sin nombre,Avenida Túpac Amaru,Sin distrito,LIMA,-11.973411,-77.058128
Primax,Avenida Manuel Prado,Sin distrito,LIMA,-11.869823,-77.021411
Primax,Avenida Universitaria,Sin distrito,LIMA,-11.907251,-77.043939
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.297266,-76.857466
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.297296,-76.85705
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.254216,-76.890675
Gas Point,Sin dirección,Sin distrito,LIMA,-12.077436,-77.080558
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.999033,-76.837137
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.147999,-76.986583
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.13507,-76.997112
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.14834,-76.986037
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.050367,-76.961882
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.054696,-76.955388
Pecsa - Pecsa - Cormar,Sin dirección,Sin distrito,LIMA,-12.051658,-76.956528
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.014348,-76.982717
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.050843,-76.954532
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.93978,-77.070642
Primax - PRIMAX,Sin dirección,Sin distrito,LIMA,-11.977186,-77.06036
Repsol - Repsol,Avenida Túpac Amaru,Sin distrito,LIMA,-12.006814,-77.054399
Primax - PRIMAX,Sin dirección,Sin distrito,LIMA,-11.977786,-77.062649
Primax - Primax (GNV),Sin dirección,Sin distrito,LIMA,-12.037677,-76.930973
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.934467,-77.07127
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.864221,-77.067622
Repsol - Repsol,Avenida Túpac Amaru,Sin distrito,LIMA,-11.857348,-77.003811
Herco,Sin dirección,Sin distrito,LIMA,-12.105965,-77.018854
Gazel - Gazel,Sin dirección,Sin distrito,LIMA,-12.112823,-77.01278
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.11291,-77.01225
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.112334,-77.005798
Repsol S.A. - Estacion de Servicios San Jose (GNV),Carretera Panamericana Norte S/N,Ancón,LIMA,-11.779616,-77.159709
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.254333,-76.890509
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.25346,-76.891527
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.248795,-76.873421
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.764615,-77.15736
Repsol,Avenida Nestor Gambetta,Lima,LIMA,-12.050213,-77.126402
Primax - Primax,Circuito de Playas,Magdalena del Mar,LIMA,-12.103845,-77.064376
AVA,Zona Surquillo,Surquillo,LIMA,-12.105732,-77.018085
GNV - Primax,Avenida República de Panamá,Sin distrito,LIMA,-12.101677,-77.019212
Energigas,Avenida Antonio José de Sucre,Pueblo Libre,LIMA,-12.083369,-77.067204
Gripo PECSA,Carretera Panamericana Sur,Sin distrito,LIMA,-12.223268,-76.974616
Grifo Bolivar,Carretera Panamericana Sur,Sin distrito,LIMA,-12.224585,-76.973063
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.057587,-77.068774
PECSA,Sin dirección,Sin distrito,LIMA,-12.246718,-76.937197
GNV - Jiara,Sin dirección,Sin distrito,LIMA,-12.056765,-77.054506
Petroperu - Grifo Kio Petroperu,Sin dirección,Sin distrito,LIMA,-12.253028,-76.928032
Primex,Carretera Panamericana Sur,Sin distrito,LIMA,-12.272166,-76.897103
PetroPerú - Petroperu (GNV),Avenida 28 de Julio,Sin distrito,LIMA,-12.064979,-77.045003
Primax - Primax,Avenida 7 De Abril,Sin distrito,LIMA,-12.316601,-76.831782
GNV - Repsol,Avenida Elmer Faucett,Sin distrito,LIMA,-11.997208,-77.124431
Pecsa,Avenida Nestor Gambetta,Callao,LIMA,-11.978066,-77.124622
Aba Singer,Avenida Simón Bolívar,Sin distrito,LIMA,-12.072042,-77.057701
Primax - Primax,Calle José Félix Olcay,Sin distrito,LIMA,-12.123517,-77.024154
Primax,Avenida Iquitos 999,La Victoria,LIMA,-12.070123,-77.029734
Pecsa,Avenida Isabel La Católica,Sin distrito,LIMA,-12.070325,-77.030933
GNV - Primax,Elmer Faucett,Sin distrito,LIMA,-12.06714,-77.09713
GNV,Sin dirección,Sin distrito,LIMA,-12.094233,-77.074598
GES - Mahanaim,Avenida Javier Prado Oeste,Magdalena del Mar,LIMA,-12.093913,-77.058915
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.090483,-77.057744
Pecsa,Avenida Óscar Raimundo Benavides,Sin distrito,LIMA,-12.047603,-77.057404
Repsol - Repsol,Avenida Óscar Raimundo Benavides,Sin distrito,LIMA,-12.047152,-77.053571
Pecsa - Pecsa,Avenida Óscar Raimundo Benavides 301,Cercado de Lima,LIMA,-12.04633,-77.045771
Primax - Primax,Avenida Alfredo Benavides,Lima,LIMA,-12.125908,-77.018357
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.082276,-77.07024
Repsol - Repsol,Avenida República de Panamá,Santiago de Surco,LIMA,-12.133981,-77.017689
Primax - Primax,Avenida Arequipa,Sin distrito,LIMA,-12.083401,-77.034901
Primax,Avenida Petit Thouars,Santa Beatriz,LIMA,-12.076675,-77.03426
Primax - Primax,Avenida Angamos Este,Sin distrito,LIMA,-12.112833,-77.01225
Energigas,Avenida Saenz Peña 1490,Callao,LIMA,-12.05888,-77.128707
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.081734,-77.036196
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.08608,-77.035659
Primax,Avenida Defensores del Morro,Sin distrito,LIMA,-12.16786,-77.025667
Repsol,Avenida Nestor Gambetta,Ventanilla,LIMA,-11.869164,-77.127435
Petro América,Carretera Panamericana Norte,Sin distrito,LIMA,-11.829777,-77.117327
Repsol,Sin dirección,Sin distrito,LIMA,-11.853581,-77.088824
Herco,Avenida Nestor Gambetta,Sin distrito,LIMA,-11.938093,-77.130574
Primax,Avenida Alameda Sur,Sin distrito,LIMA,-12.19072,-77.006284
Primax,Alameda Los Horizontes,Sin distrito,LIMA,-12.206053,-77.010942
Energigas,Antigua Panamericana Sur,Sin distrito,LIMA,-12.266186,-76.879787
Primax,Avenida Volcán Coropuna,Chorrillos,LIMA,-12.199293,-76.987744
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.177846,-76.996381
Primax,Guardia Civil Sur,Sin distrito,LIMA,-12.171443,-76.991774
Repsol,Sin dirección,Sin distrito,LIMA,-12.178211,-76.9959
Petroperú,Avenida Defensores del Morro,Sin distrito,LIMA,-12.181475,-77.011941
Primax,Avenida de la Guardia Civil,Sin distrito,LIMA,-12.183679,-77.003265
PetroPerú - PetroPerú,Avenida Pachacútec,Sin distrito,LIMA,-12.182071,-76.942284
Primax,Avenida Pachacutec,Sin distrito,LIMA,-12.218869,-76.920708
PetroPerú - GNV,Avenida Los Héroes,Sin distrito,LIMA,-12.158142,-76.960597
Bolivar,Avenida de Tomás Marsano,Lima,LIMA,-12.141596,-76.992234
Petro Perú,Avenida La Universidad,Sin distrito,LIMA,-12.075118,-76.936735
Repsol,Avenida La Molina,Sin distrito,LIMA,-12.086327,-76.89976
Lima Sur,Avenida Lima,Sin distrito,LIMA,-12.224742,-76.908646
Petro Perú,Avenida Nicolás de Ayllón,Sin distrito,LIMA,-12.050126,-76.95298
Repsol,Avenida Pedro José Miota,Sin distrito,LIMA,-12.160791,-76.979225
Siroco GNV,Avenida Elmer Faucett,Sin distrito,LIMA,-12.045642,-77.098957
Pecsa,Sin dirección,Sin distrito,LIMA,-12.040237,-76.923513
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.072141,-77.002339
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.074265,-76.962861
GNV Repsol,Sin dirección,Sin distrito,LIMA,-12.062664,-76.981757
Repsol,Sin dirección,Sin distrito,LIMA,-11.936047,-77.082004
Primax - Primax,Avenida Universitaria,Sin distrito,LIMA,-11.975945,-77.077193
Primax - Primax,Avenida Universitaria 1400,Sin distrito,LIMA,-11.977479,-77.077861
Gazel - Gazel,Avenida Naranjal,Sin distrito,LIMA,-11.97885,-77.072589
Repsol,Avenida Canta Callao,Sin distrito,LIMA,-11.98545,-77.100601
Vijo Gas,Santa Rosa,Sin distrito,LIMA,-12.068948,-76.98072
Repsol - Repsol,Avenida El Derby,Sin distrito,LIMA,-12.098946,-76.970983
Petro Perú,Carretera Central,Chaclacayo,LIMA,-11.965734,-76.744109
GNV - Primax,Avenida Nicolás de Ayllón 1949,Ate,LIMA,-12.042517,-76.936028
Repsol,Sin dirección,Sin distrito,LIMA,-12.199714,-76.974379
GNV,Avenida Defensores del Morro,Sin distrito,LIMA,-12.191404,-77.005547
PetroPerú - PetroPerú,Avenida Lima Norte,Sin distrito,LIMA,-11.92121,-76.67123
Repsol,Carretera Central,Chaclacayo,LIMA,-11.974538,-76.764955
Pecsa,Carretera Central,Sin distrito,LIMA,-11.943791,-76.708183
Primax,Carretera Panamericana Sur,Sin distrito,LIMA,-12.460143,-76.753448
Sin nombre,Carretera Panamericana Sur,Sin distrito,LIMA,-12.459214,-76.752584
Primax,Sin dirección,Sin distrito,LIMA,-12.1468,-76.970717
Repsol - Repsol,Avenida Antigua Panamericana Sur,Sin distrito,LIMA,-12.658094,-76.635218
Primax,Avenida El Sol,Sin distrito,LIMA,-12.212162,-76.964529
Pesca,Simon Bolivar,Sin distrito,LIMA,-11.922132,-76.664007
GLP;Primax,Avenida Lima Norte,Sin distrito,LIMA,-11.921054,-76.668012
Repsol,Carretera Central,Sin distrito,LIMA,-11.983908,-76.803899
Primax,Carretera Central,Sin distrito,LIMA,-11.912543,-76.544025
Petro Peru,Avenida Central,Sin distrito,LIMA,-11.959033,-77.076194
Primax,Avenida Canta Callao,Sin distrito,LIMA,-11.954088,-77.085649
GLP Automotoriz,Avenida Echenique,Sin distrito,LIMA,-11.114152,-77.610137
PetroPerú - PetroPerú,Avenida Chinchaysuyo,Independencia,LIMA,-11.978428,-77.052322
Pecsa - Pecsa,Avenida Universitaria,Sin distrito,LIMA,-12.23954,-76.928442
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.245947,-76.923574
Terpel - Terpel,Avenida Lima,Sin distrito,LIMA,-12.239225,-76.912851
PetroPerú - PetroPerú,Avenida Nicolás de Piérola,San Juan de Miraflores,LIMA,-12.15066,-76.967376
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.173276,-76.97746
PetroPerú - Grifo Rigal,Avenida Paseo de la República 4251,Surquillo,LIMA,-12.107666,-77.026188
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.046777,-77.072625
Sin nombre,Sin dirección,Sin distrito,ICA,-14.82819,-74.943407
Sin nombre,Sin dirección,Sin distrito,ICA,-14.835121,-74.94025
Sin nombre,Sin dirección,Sin distrito,ICA,-13.835272,-76.137732
Sin nombre,Sin dirección,Sin distrito,ICA,-14.002059,-75.768316
Sin nombre,Sin dirección,Sin distrito,ICA,-14.082801,-75.733893
Sin nombre,Sin dirección,Sin distrito,ICA,-14.28307,-75.681723
Sin nombre,Sin dirección,Sin distrito,ICA,-14.189186,-75.714421
Sin nombre,Sin dirección,Sin distrito,ICA,-14.207118,-75.713921
Primax,Sin dirección,Sin distrito,ICA,-14.182146,-75.715349
Go!,Sin dirección,Sin distrito,ICA,-14.095361,-75.717263
Repsol,Sin dirección,Sin distrito,ICA,-14.536856,-75.185807
Sin nombre,Sin dirección,Sin distrito,ICA,-14.826146,-74.954834
Sin nombre,Sin dirección,Sin distrito,ICA,-14.834147,-74.939879
Sin nombre,Sin dirección,Sin distrito,ICA,-15.3588,-75.160419
Repsol,Sin dirección,Sin distrito,ICA,-13.709943,-75.98355
Prinax,Sin dirección,Sin distrito,ICA,-14.903663,-74.983247
Sin nombre,Sin dirección,Sin distrito,ICA,-14.530731,-75.200101
Sin nombre,Sin dirección,Sin distrito,ICA,-14.335969,-75.66167
Sin nombre,Sin dirección,Sin distrito,ICA,-13.48209,-76.137938
Sin nombre,Sin dirección,Sin distrito,ICA,-13.71842,-76.153989
Repsol,Sin dirección,Sin distrito,ICA,-14.183247,-75.715064
El Oasis,Sin dirección,Sin distrito,ICA,-14.827131,-74.952192
Pecsa - Grifo Wari,Sin dirección,Sin distrito,ICA,-14.82424,-74.958946
PetroPerú,Sin dirección,Sin distrito,ICA,-14.817469,-74.978137
REPSOL,Sin dirección,Sin distrito,ICA,-14.841523,-74.942715
PetroPerú,Sin dirección,Sin distrito,ICA,-14.821532,-74.967588
Sin nombre,Sin dirección,Sin distrito,ICA,-14.534431,-75.188123
PRIMAX,Sin dirección,Sin distrito,ICA,-14.104914,-75.71742
Señor de Luren,Sin dirección,Sin distrito,ICA,-14.057517,-75.744881
Sin nombre,Sin dirección,Sin distrito,ICA,-14.058051,-75.740014
Grifo Tacna,Sin dirección,Sin distrito,ICA,-14.059608,-75.730921
Grifo San Martín,Sin dirección,Sin distrito,ICA,-14.044098,-75.732747
PetroPeru,Sin dirección,Sin distrito,ICA,-14.835545,-74.92475
Uno Gas,Avenida Fernando León Arechua 281,Sin distrito,ICA,-14.063441,-75.736225
Repsol,Sin dirección,Sin distrito,ICA,-13.736083,-76.225148
Repsol,Sin dirección,Sin distrito,ICA,-14.82305,-74.960646
Sin nombre,Sin dirección,Sin distrito,ICA,-13.669292,-76.153195
Primax,Sin dirección,Sin distrito,ICA,-14.821701,-74.964921
Puma,Sin dirección,Sin distrito,ICA,-14.82286,-74.96154
Pecsa,Sin dirección,Sin distrito,ICA,-14.530507,-75.200516
Grifo Plaza,Sin dirección,Sin distrito,ICA,-13.708718,-75.986131
Grifo repsol,Sin dirección,Sin distrito,ICA,-15.363077,-75.16091
Sin nombre,Sin dirección,Sin distrito,ICA,-13.727075,-75.941833
Sin nombre,Víctor Andrés Belaunde,Sin distrito,ICA,-13.405454,-76.129719
EE SS Paracas,Sin dirección,Sin distrito,ICA,-13.808576,-76.152272
Primax - Percy Car,Sin dirección,Sin distrito,ICA,-13.805577,-76.154201
Grifo del Carmen,Sin dirección,Sin distrito,ICA,-13.570501,-76.177673
Sin nombre,Sin dirección,Sin distrito,ICA,-14.833611,-74.943027
Fabri Grifo,Panamericana Sur,Changuillo,ICA,-14.679254,-75.140375
Sin nombre,Sin dirección,Sin distrito,ICA,-14.305748,-75.677522
Pecsa,Túpac Amaru,Sin distrito,ICA,-13.711293,-76.180604
Petro America,Gerardo Sotelo,Sin distrito,ICA,-13.412422,-76.126496
Petro Perú,Panamericana Sur,Sin distrito,ICA,-13.424871,-76.134389
Repsol,Calle Pedro Moreno,Sin distrito,ICA,-13.412865,-76.137111
Primax,Panamericana Sur,Sin distrito,ICA,-13.412244,-76.156711
Repsol,Panamericana Sur,Sin distrito,ICA,-13.431791,-76.134588
PetroPerú,Panamericana Sur,Sin distrito,ICA,-13.436601,-76.134991
Sin nombre,Túpac Amaru,Sin distrito,ICA,-13.712187,-76.161532
Veloz,Panamericana Sur,Sin distrito,ICA,-14.051184,-75.74723
Petro Americana,Panamericana Sur,Sin distrito,ICA,-13.698753,-76.152483
Primax,Panamericana Sur,Sin distrito,ICA,-13.70253,-76.150595
Primax,Zona Paracas,Paracas,ICA,-13.837827,-76.249806
Gaspetrol,Fernando León de Vivero,Sin distrito,ICA,-14.060738,-75.741312
Repsol,Panamericana Sur,Sin distrito,ICA,-13.707182,-76.151268
Primax,Zona San Andrés,San Andrés,ICA,-13.732222,-76.223808
Primax,Panamericana Sur,Sin distrito,ICA,-13.410324,-76.172867
Primax,Santa Rosa,Sin distrito,ICA,-13.416499,-76.156145
Gaspetrol,Mayor FAP René García,Sin distrito,ICA,-13.415351,-76.142312
Primax,Panamericana Sur,Sin distrito,ICA,-13.41636,-76.140378
Primax,Calle Mariscal Benavides,Sin distrito,ICA,-13.416306,-76.138981
Sin nombre,Calle Alfonso Ugarte,Sin distrito,ICA,-13.410253,-76.129334
Primax,Avenida El Parque,La Tinguiña,ICA,-14.036277,-75.707244
Pecsa,Avenida 7,Sin distrito,ICA,-14.060242,-75.72189
GLP,Víctor Andrés Belaunde,Sin distrito,ICA,-13.403849,-76.129317
Texaco,Avenida Las Américas,Pisco,ICA,-13.717906,-76.198718
Petro Perú,Victor Raul Haya de la Torre,Sin distrito,ICA,-13.439546,-76.135313
Primax,Panamericana Sur,Sin distrito,ICA,-13.450624,-76.136542
El Oasis,Panamericana Sur,Sin distrito,ICA,-14.029987,-75.75855
Pecsa,Panamericana Sur,Sin distrito,ICA,-14.037186,-75.754694
Sin nombre,Panamericana Sur,Sin distrito,ICA,-13.989377,-75.77117
Repsol,Panamericana Sur,Sin distrito,ICA,-14.023408,-75.760756
Repsol - Repsol,Avenida San Martín,Ica,ICA,-14.081135,-75.726077
Sin nombre,Avenida Victorio Gotuzzo,Sin distrito,ICA,-14.028667,-75.708408
Alpa,Avenida Victorio Gotuzzo,Sin distrito,ICA,-14.034577,-75.710357
Pecsa,Prolongacion Miguel Grau,Sin distrito,ICA,-14.061435,-75.722299
Sin nombre,Sin dirección,Sin distrito,ICA,-13.732283,-76.223609
Repsol - Repsol,Sin dirección,Sin distrito,ICA,-14.083831,-75.721938
Pecsa - Pecsa,Sin dirección,Sin distrito,ICA,-14.088205,-75.723465
El Oasis,Sin dirección,Sin distrito,ICA,-14.088649,-75.722261
Shell Express - Shell Express,Sin dirección,Sin distrito,ICA,-14.071523,-75.724251
Sin nombre,Sin dirección,Sin distrito,ICA,-14.150639,-75.714108
Ferush,Sin dirección,Sin distrito,ICA,-13.809402,-76.242474
Repsol - Repsol,Sin dirección,Sin distrito,ICA,-14.064369,-75.734029
Primax - Primax,Sin dirección,Sin distrito,ICA,-14.05285,-75.746283
Primax Leonor Nazca,Sin dirección,Sin distrito,ICA,-14.848033,-74.950873
Petroperú,Sin dirección,Sin distrito,ICA,-14.255714,-75.687782
Petro America,Panamericana Sur,Sin distrito,ICA,-13.444209,-76.135989
Primax,Túpac Amaru,Sin distrito,ICA,-13.711177,-76.19713
Vistony,Zona San Andrés,San Andrés,ICA,-13.7337,-76.224605
Sin nombre,Sin dirección,Sin distrito,ICA,-14.853344,-74.963301
Sin nombre,Sin dirección,Sin distrito,ICA,-13.679098,-76.143984
Sin nombre,Sin dirección,Sin distrito,ICA,-13.36746,-76.213306
GNV,Sin dirección,Sin distrito,ICA,-14.041369,-75.752638
Pecsa,Sin dirección,Sin distrito,ICA,-14.033064,-75.734415
Petroperu,Fernando León de Vivero,Sin distrito,ICA,-14.062884,-75.741625
Repsol,Fernando León de Vivero,Sin distrito,ICA,-14.055789,-75.744487
Repsol,Sin dirección,Sin distrito,ICA,-14.064899,-75.726046
Petroperu,Sin dirección,Sin distrito,ICA,-14.054782,-75.724534
