No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
54;202200256887;62603;62603-050-181222;20607978868;ESTACION DE SERVICIO CASTRO S.R.L.;CARRETERA NAZCA PUQUIO KM 2.5;ICA;NAZCA;NAZCA;ESTACIONES DE SERVICIOS;C1:2900:Diesel B5 S-50 ;C1:2900:GASOHOL 90 PLUS ;C1:1450:GASOHOL 95 PLUS ;C1:3650:Diesel B5 S-50 ;;;;;;;10900;18/12/2022;INDEFINIDO;LIZARDO GIAMPIER HUARCAYA ACOSTA;0
55;201500037184;43627;43627-050-170615;20557125737;GRIFOS SOYUZ S.A.;AV. MEXICO N° 333;LIMA;LIMA;LA VICTORIA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:GASOHOL 95 PLUS ;C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 97 PLUS ;C1:15000:Diesel B5 S-50 ;;;;;;;;27000;10/04/2015;INDEFINIDO;LUIS ENRIQUE FLORES FERNANDEZ;0
56;201700172575;18790;18790-050-161017;20558258404;SERVICENTRO LADI E.I.R.L.;PANAMERICANA SUR KM. 931.5;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:GASOHOL 95 PLUS ;C1:2000:SIN PRODUCTO ;C1:2000:SIN PRODUCTO ;C1:6000:Diesel B5 S-50 ;C1:6000:GASOHOL 90 PLUS ;;;;;;22000;16/10/2017;INDEFINIDO;ELISA ELSA CARDENAS TAMO;0
57;201600034976;89004;89004-050-140316;20600716833;TPA SERVICENTRO S.R.L.;KM 1204 CARRETERA PANAMERICANA SUR SECTOR ALTO CAMIARA;TACNA;JORGE BASADRE;ITE;ESTACIONES DE SERVICIOS;C1:3300:GASOHOL 90 PLUS ;C1:2000:GASOHOL 95 PLUS ;C1:7250:Diesel B5 S-50 ;;;;;;;;12550;14/03/2016;INDEFINIDO;TEODORA PUMA ALLASE;0
58;201300145141;8508;8508-050-090913;20451433254;SERVICENTRO CESAR S.R.L.;AV. ALFONSO UGARTE N° 700-712 ESQ. CON BOLOGNESI N° 1296;LORETO;MAYNAS;IQUITOS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3542:GASOLINA 90 ;C1:5054:DIESEL B5 ;C1:2549:SIN PRODUCTO ;C1:5548:GASOLINA 84 ;;;;;;;16693;9/09/2013;INDEFINIDO;CESAR RIOS CARDENAS;240
59;201700220526;14534;14534-050-271217;20281453492;GRIFO JOSE OLAYA E.I.R.L.;AV. JOSÉ OLAYA Nº 548;JUNIN;HUANCAYO;HUANCAYO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 95 PLUS ;C1:7900:Diesel B5 S-50 ;C1:5150:GASOHOL 90 PLUS ;C1:4160:GASOHOL 98 PLUS ;C1:4160:SIN PRODUCTO ;;;;;;24370;27/12/2017;INDEFINIDO;PEPE JUAN CHUQUILLANQUI ALIAGA;0
60;201800145683;9070;9070-050-060918;20600716833;TPA SERVICENTRO S.R.L.;CARRETERA COSTANERA AL SUR, MANZANA D3 LOTE 23;MOQUEGUA;ILO;ILO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3800:GASOHOL 95 PLUS ;C1:5400:GASOHOL 90 PLUS ;C1:5400:Diesel B5 S-50 ;;;;;;;;14600;6/09/2018;INDEFINIDO;GEORGE STOP SANCHEZ HENRIQUEZ;0
61;202000108330;18709;18709-050-210820;20378937061;NEGOCIACIONES J.C.A. S.R.L.;AV. NICOLAS DE PIEROLA ESQ. CON CALLE 20, MZ. K, LOTE 8, COOPERATIVA DE VIVIENDA MANYLSA LTDA. N° 476;LIMA;LIMA;ATE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:2000:GASOHOL 90 PLUS ;C1:1000:GASOHOL 95 PLUS ;C1:1000:GASOHOL 98 PLUS ;;;;;;;9000;21/08/2020;INDEFINIDO;CALIXTO MANUEL SALINAS IPARRAGUIRRE;0
62;1550644;8956;0013-GRIF-11-2002;20310552021;ESTACION DE SERVICIO SAN CRISTOBAL S.A.C;PANAMERICANA SUR KM. 193;ICA;CHINCHA;GROCIO PRADO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOLINA 95 ;C1:3000:GASOLINA 90 ;C1:6000:GASOLINA 84 ;C1:6000:DIESEL 2 ;;;;;;;18000;20/07/2005;INDEFINIDO;NUÑEZ PATIÑO, JEANNE YUL;0
63;201900206836;18295;18295-050-080222;20601659671;SERVICENTRO TRES ESTRELLAS S.A.C.;VIA CUSCO - URCOS KM. 39;CUSCO;QUISPICANCHI;HUARO;ESTACIONES DE SERVICIOS;C1:10590:Diesel B5 S-50 ;C1:3990:GASOHOL 90 PLUS ;C1:2665:GASOHOL 95 PLUS ;C1:10626:Diesel B5 S-50 ;C1:10626:GASOHOL 90 PLUS ;;;;;;38497;4/02/2022;INDEFINIDO;MAMANI QUISPE MARTHA;0
64;202000060712;82358;82358-050-290520;20566149401;ESTACIONES DEL NORTE S.A.C.;AV. GRAU S/N PANAMERICANA NORTE KM. 1168 BARRIO LETICIA;PIURA;TALARA;MANCORA;ESTACIONES DE SERVICIOS;C1:1500:GASOHOL 90 PLUS C2:1000:GASOHOL 95 PLUS ;C1:2500:Diesel B5 S-50 ;;;;;;;;;5000;29/05/2020;INDEFINIDO;MARCELO LOAYZA VICENTE ENRIQUE;0
65;202000056599;18434;18434-050-170520;20605183434;ESTACION DE SERVICIOS R & Z DE TUMBES E.I.R.L.;PANAMERICANA NORTE - KM N.º 1267 AA.HH. PUEBLO NUEVO;TUMBES;TUMBES;TUMBES;ESTACIONES DE SERVICIOS;C1:6500:GASOHOL 90 PLUS ;C1:3950:GASOHOL 95 PLUS ;C1:6500:Diesel B5 S-50 ;C1:6500:Diesel B5 S-50 ;C1:6500:Diesel B5 S-50 ;C1:2000:GASOHOL 90 PLUS C2:2500:GASOHOL 84 PLUS C3:2000:GASOHOL 95 PLUS ;;;;;36450;17/05/2020;INDEFINIDO;DANTE OMAR CORDOVA RIVERA;0
66;202200012914;160466;160466-050-180222;20608797433;CORPORACION SWV PETROGAS;CARRETERA IQUITOS NAUTA KM 57.5;LORETO;MAYNAS;SAN JUAN BAUTISTA;ESTACIONES DE SERVICIOS;C1:3371:GASOLINA 84 C2:2022:GASOLINA 90 ;C1:2696:DIESEL B5 ;;;;;;;;;8089;18/02/2022;INDEFINIDO;WALTER JUNIOR VASQUEZ QUESADA;720
67;202200075511;162517;162517-050-060822;20600166621;ESTACION DE SERVICIOS RURAL ALIANZA SOCIEDAD ANONIMA CERRADA;CARRETERA INTEROCEANICA SUR KM. 186+618;PUNO;CARABAYA;MACUSANI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8000:Diesel B5 S-50 ;C1:6000:GASOHOL 84 PLUS ;C1:3147:GASOHOL 95 PLUS ;C1:5000:GASOHOL 90 PLUS ;;;;;;;22147;6/08/2022;INDEFINIDO;GREGORIO MILTON ARIEL MAMANI FRISANCHO;0
68;201900199262;115600;115600-050-021219;20572216315;INVERSIONES Y SERVICIOS PETROMAX E.I.R.L.;ESQ. DE LA AVENIDA LEONCIO PRADO N° 1008 CON JR. ALFONSO UGARTE N° 256;SAN MARTIN;TOCACHE;UCHIZA;ESTACIONES DE SERVICIOS;C1:2000:GASOLINA 95 C2:3000:GASOLINA 90 ;C1:2000:GASOLINA 90 C2:4000:Diesel B5 S-50 ;;;;;;;;;11000;2/12/2019;INDEFINIDO;SANTOS CELIA SANCHEZ VARAS;720
69;202200166695;134502;134502-050-260822;10282867538;JUAN JORGE ARANGO;CARRETERA SAN ANTONIO - CENTRO POBLADO LECHEMAYO;AYACUCHO;LA MAR;ANCO;ESTACIONES DE SERVICIOS;C1:3000:GASOHOL 90 PLUS ;C1:3000:GASOHOL 90 PLUS ;C1:3000:Diesel B5 S-50 ;C1:3000:Diesel B5 S-50 ;;;;;;;12000;26/08/2022;26/08/2023;JUAN JORGE ARANGO ;0
70;201600173681;125188;125188-050-100117;20363544615;SERVICENTRO SAROHI S.R.L. ;CIRCUNVALACIÓN ESTE-JOSE IGNACIO MIRANDA URB. ALEXANDER MZ. A5 LOTE 1,2,3 Y 20;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:GASOHOL 84 PLUS ;C1:5000:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS ;C1:5000:GASOHOL 95 PLUS ;C1:5000:Diesel B5 S-50 ;C1:5000:Diesel B5 S-50 ;;;;;30000;10/01/2017;INDEFINIDO;JOHANNA CLAUDIA SUAREZ CRUZ;0
71;201800113715;7352;7352-050-180718;20603157941;CIA. HEROS E.I.R.L.;AV. ARANCOTA N° 100-104-106;AREQUIPA;AREQUIPA;SACHACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4250:Diesel B5 S-50 ;C1:2750:GASOHOL 90 PLUS ;C1:2750:GASOHOL 95 PLUS ;;;;;;;;9750;18/07/2018;INDEFINIDO;HERNANI CUSI JUSTO GERMAN;0
72;202000086842;109668;109668-050-210720;10432793961;BUSTAMANTE VALLEJOS MIGUEL ANGEL;KM. 14 CARRETERA PÍTIPO-BATANGRANDE-CASERÍO LOS AGUILARES;LAMBAYEQUE;FERREÑAFE;PITIPO;ESTACIONES DE SERVICIOS;C1:2287:Diesel B5 S-50 ;C1:1143:GASOHOL 84 PLUS ;C1:1143:GASOHOL 90 PLUS ;;;;;;;;4573;21/07/2020;INDEFINIDO;BUSTAMANTE VALLEJOS MIGUEL ANGEL;0
73;202200108308;18425;18425-050-140622;20609328674;GRIFO LINO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRIFO LINO S.R.L.;AV. ANDRES AVELINO CACERES S/N, ESQUINA CALLE C;MOQUEGUA;ILO;PACOCHA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5093:Diesel B5 S-50 ;C1:3340:GASOHOL 90 PLUS ;C1:2215:GASOHOL 95 PLUS ;C1:3340:GASOHOL 97 PLUS ;C1:2224:GASOHOL 95 PLUS ;;;;;;16212;14/06/2022;INDEFINIDO;ELARD RODRIGO SAAVEDRA BARRIGA;0
74;201900180348;16702;16702-050-040220;20536210238;GRUPO RANESI S.A.C.;AV. CIRCUNVALACION LT. 34 ASOCIACION DIGNIDAD NACIONAL HUACHIPA - SANTA MARIA DE HUACHIPA;LIMA;LIMA;LURIGANCHO;ESTACIONES DE SERVICIOS;C1:3000:SIN PRODUCTO ;C1:3000:GASOHOL 95 PLUS ;C1:4000:Diesel B5 S-50 C2:2500:GASOHOL 90 PLUS ;;;;;;;;12500;4/02/2020;INDEFINIDO;PATRICIA CECILIA ALIAGA ANCIETA;0
75;202000014430;109510;109510-050-290120;20605782001;SERVICENTRO CURIMANA S.R.L.;AV. CURIMANA ESQ. JR. DOS DE MAYO MZ. 49 LT. 10;UCAYALI;PADRE ABAD;CURIMANA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:DIESEL B5 ;C1:2500:GASOLINA 90 ;;;;;;;;;5000;29/01/2020;INDEFINIDO;LESLY LINDA VASQUEZ MEZA;480
76;202000134048;41562;41562-050-071020;20605869328;PETROLEMP GROUP S.A.C.;JR. CUSCO MZ. E-8 LOTE 14 A1, TABLADA DE LURIN;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:3000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS ;C1:2500:SIN PRODUCTO ;;;;;;;;12500;7/10/2020;INDEFINIDO;LUIS ENRIQUE MENDOZA PECEROS;0
77;202200230251;147898;147898-050-271122;20601898871;INVERSIONES OREPAL S.A.C.;CARRETERA MARGINAL N° 2091 ;JUNIN;SATIPO;MAZAMARI;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS C2:2000:GASOHOL 97 PLUS C3:2000:GASOHOL 84 PLUS ;;;;;;;;;16000;27/11/2022;27/11/2023;AURELIO MAURO ORELLANA RAMOS ;0
78;202200068195;9273;9273-050-290522;20603782250;EL OLAM COMPAÑÍA OPERADORA DE SERVICIOS MÚLTIPLES S.A.C.;AV. MANUEL ODRIA N° 1848 ;JUNIN;TARMA;TARMA;ESTACIONES DE SERVICIOS;C1:7000:GASOHOL 95 PLUS ;C1:7000:Diesel B5 S-50 ;C1:7000:GASOHOL 90 PLUS ;C1:7000:Diesel B5 S-50 ;C1:7000:SIN PRODUCTO ;;;;;;35000;29/05/2022;INDEFINIDO;JULCARIMA VENTOCILLA ALEX ANGEL;720
79;201500054104;7635;7635-050-300415;10320262513;NELLY ISABEL GRAZA CABALLERO;CARRETERA PATIVILCA - CARAZ KM. 230;ANCASH;CARHUAZ;ACOPAMPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:DIESEL B5 ;C1:4000:GASOHOL 90 PLUS ;;;;;;;;;8000;30/04/2015;INDEFINIDO;NELLY ISABEL GRAZA CABALLERO;0
80;201900006590;21014;21014-050-130119;20600461231;SERVICENTRO ERICK S.R.L.;INTERSECCION AV. BUENAVENTURA CON CALLE AREQUIPA;AREQUIPA;CASTILLA;ORCOPAMPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8000:Diesel B5 S-50 ;C1:5000:GASOHOL 95 PLUS ;C1:3000:GASOHOL 90 PLUS ;;;;;;;;16000;13/01/2019;INDEFINIDO;EVANGELINA CHOQUE MAYTA;0
81;202000060701;93425;93425-050-300520;20605955704;PETRO LAS LOMAS S.A.C.;AV. BELLAVISTA S/N A.H. JUAN VELASCO ALVARADO;PIURA;PIURA;LAS LOMAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:3000:GASOHOL 84 PLUS C2:2000:GASOHOL 90 PLUS ;;;;;;;;;10000;30/05/2020;INDEFINIDO;MARCELO LOAYZA VICENTE ENRIQUE;720
82;202100159079;21059;21059-050-210721;20573848161;PETRO GAS TORRES E.I.R.L.;CARRETERA MARGINAL KM. 3.5 - SECTOR RIO ALBERTA;JUNIN;SATIPO;RIO NEGRO;ESTACIONES DE SERVICIOS;C1:3380:Diesel B5 S-50 C2:1685:GASOHOL 90 PLUS C3:555:GASOHOL 97 PLUS ;;;;;;;;;;5620;21/07/2021;INDEFINIDO;SILVANO ROSENDO TORRES REYES;720
83;201800131720;125017;125017-050-280818;20494965080;ESTACIÓN EVICO E.I.R.L.;CARRETERA AYACUCHO - VISCHONGO (ALTURA KM 08) C.P. SAN ANTONIO MANALLASACC;AYACUCHO;HUAMANGA;AYACUCHO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6300:Diesel B5 S-50 ;C1:3000:GASOHOL 90 PLUS C2:1500:Diesel B5 S-50 ;;;;;;;;;10800;28/08/2018;INDEFINIDO;HUGO AUQUI SALVATIERRA ;0
84;201400087281;21490;21490-050-160714;20448644520;SERVICENTRO ORO NEGRO S.R.L.;URB PARQUE INDUSTRIAL TAPARACHI MZ C LOTE 18 SUB LOTE B;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7500:Diesel B5 S-50 ;C1:5800:GASOHOL 84 PLUS ;C1:3700:GASOHOL 90 PLUS ;;;;;;;;17000;16/07/2014;INDEFINIDO;JHON CHARLES BACA ORTEGA;0
85;202200174087;97051;97051-050-200922;20609859432;ESTACIONES DE SERVICIOS GLOBALES IDRO PERU E.I.R.L.;CALLE 15 DE AGOSTO S/N ESQUINA CON CALLE JOSE CARLOS BECERRA PINTO ;LORETO;ALTO AMAZONAS;YURIMAGUAS;ESTACIONES DE SERVICIOS;C1:2000:DIESEL B5 C2:2500:GASOLINA 84 C3:1200:GASOLINA 90 ;;;;;;;;;;5700;20/09/2022;INDEFINIDO;ELMER JULIO SALAS SOLORZANO;200
86;202200041528;9480;9480-050-130422;20136217306;SERVICENTRO PANAMERICANA S.R.L.;KM. 53 DE LA CARRETERA PUNO-ILAVE ;PUNO;EL COLLAO;ILAVE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:GASOHOL 90 PLUS ;C1:6000:Diesel B5 S-50 ;;;;;;;;;12000;13/04/2022;INDEFINIDO;EDUARDO PACCO NINA;0
87;201600126209;104091;104091-050-080916;20568196067;ESTACION DE SERVICIOS F Y F SEÑOR DE MURUHUAY E.I.R.L.;AV. VICTOR VILLACHICA GAMBINI S/N - SECTOR CHUNCHUYACU.;JUNIN;CHANCHAMAYO;SAN RAMON;ESTACIONES DE SERVICIOS;C1:5905:Diesel B5 S-50 ;C1:1623:GASOHOL 97 PLUS C2:2473:GASOHOL 90 PLUS ;;;;;;;;;10001;8/09/2016;INDEFINIDO;FIORELLA MILAGROS RUIZ UMPIRE;0
88;201300038497;9100;9100-050-040313;10250104087;CIRILA VARGAS CARDENAS;AV. DOS DE MAYO ESQUINA CON JR. MANU;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7000:GASOLINA 84 ;C1:7000:Diesel B5 S-50 ;C1:3500:Diesel B5 S-50 ;;;;;;;;17500;4/03/2013;INDEFINIDO;CIRILA VARGAS CARDENAS;0
89;202000056595;120149;120149-050-180520;20601162289;GRIFO PAKAY S.R.L.;CALLE UNION S/N;PIURA;AYABACA;PACAIPAMPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:Diesel B5 S-50 ;C1:1300:Diesel B5 S-50 ;C1:1300:GASOHOL 90 PLUS ;;;;;;;;4600;18/05/2020;INDEFINIDO;DIOMENES SOTO LOPEZ;0
90;202000056594;18347;18347-050-140520;20399491488;ESTACION DE SERVICIOS CIENEGUILLO S.R.L.;VIA PERIFERICA SUR KM. 03 CARRETERA SULLANA - TAMBOGRANDE;PIURA;SULLANA;SULLANA;ESTACIONES DE SERVICIOS;C1:6600:GASOHOL 84 PLUS ;C1:4500:GASOHOL 90 PLUS ;C1:2500:GASOHOL 95 PLUS ;C1:5300:Diesel B5 S-50 ;;;;;;;18900;14/05/2020;INDEFINIDO;RODRIGUEZ PINGO MARIANELA DOLORES;0
91;201900029909;34805;34805-050-260219;20547699115;INVERSIONES KENY S.A.C.;ESQ. AV. MICAELA BASTIDAS Y MATEO PUMACAHUA SECTOR I, GRUPO 16 MZ. K, LT. 5 Y 6;LIMA;LIMA;VILLA EL SALVADOR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50 ;C1:1500:GASOHOL 95 PLUS C2:1500:GASOHOL 90 PLUS ;C1:1000:SIN PRODUCTO ;;;;;;;;7000;26/02/2019;INDEFINIDO;KELVIN TARAZONA TREJO;0
92;1546766;16643;0020-EESS-15-2003;20414668713;ESTACION DE SERVICIOS AVIACION S.A.C.;INTERSECCION DE LA AV. SAN BORJA NORTE Y LA AV. AVIACION N° 2680;LIMA;LIMA;SAN BORJA;ESTACIONES DE SERVICIOS;C1:5000:GASOLINA 95 ;C1:5000:DIESEL 2 ;C1:5000:GASOLINA 97 ;C1:5000:GASOLINA 90 ;;;;;;;20000;2/08/2005;INDEFINIDO;YAGI YAGI, ROSSANA KEIKO;0
93;202300116735;14567;14567-050-160523;20175642341;ESTACION DE SERVICIOS SAN JOSE S.A.C.;CARRETERA PANAMERICANANORTE KM. 783 - MOCCE ;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50 ;C1:8000:Diesel B5 S-50 ;C1:3000:GASOHOL PREMIUM ;C1:3000:GASOHOL REGULAR ;;;;;;;22000;16/05/2023;INDEFINIDO;GUNTER MARTÍN CASTILLO GALLO;0
94;202200147382;33542;33542-050-220922;20498047174;A Y L S.R.L.;ASOCIACIÓN DE VIVIENDA VILLA EL PARAISO, MZ G-1, LOTES Nº 01, 17 Y 18;AREQUIPA;AREQUIPA;CERRO COLORADO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 95 PLUS ;C1:6000:Diesel B5 S-50 ;C1:3000:GASOHOL 90 PLUS ;;;;;;;;12000;22/09/2022;INDEFINIDO;JAVIER CENTENO VELASQUEZ;0
95;201900147295;19992;19992-050-240919;20602652565;MAHANAIM GENERAL VIDAL S.A.C.;JR. GENERAL VIDAL N° 895. LOTE 2. MZ. 6E - PUEBLO JOVEN SAN FRANCISCO DE LA TABLADA DE LURÍN - SECTOR PRIMERO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:Diesel B5 S-50 C2:2000:GASOHOL 90 PLUS C3:2000:SIN PRODUCTO ;C1:6000:SIN PRODUCTO ;;;;;;;;;12000;24/09/2019;INDEFINIDO;ELARD ESPINOZA ORIHUELA;0
96;202000133763;8596;8596-050-041020;20231217356;REPRESENTACIONES Y SERVICIOS SAN JORGE S.R.L.;AV. TUPAC AMARU CUADRA 15 URB. MOCHICA;LA LIBERTAD;TRUJILLO;TRUJILLO;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50 ;C1:4500:GASOHOL 90 PLUS ;C1:8000:GASOHOL 95 PLUS ;C1:8000:Diesel B5 S-50 ;;;;;;;28500;4/10/2020;INDEFINIDO;ORESTES ANTICONA VALVERDE;0
97;202000184747;37830;37830-050-111220;20514636843;ESTACION DE SERVICIOS PETRO WORLD S.A.C.;AV. ARGENTINA N° 1542 - URB. GENERALISIMO SAN MARTIN;AREQUIPA;AREQUIPA;MARIANO MELGAR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3600:Diesel B5 S-50 ;C1:2600:GASOHOL 95 PLUS ;C1:1600:GASOHOL 90 PLUS ;;;;;;;;7800;11/12/2020;INDEFINIDO;LUIS ALCIDES GALVEZ GUTIERREZ;0
98;202300063430;42250;42250-050-260423;20440447814;INVERSIONES GRAN CHIMU S.A.C;CARRETERA PANAMERICANA NORTE KM. 496 SECTOR JUAN VELASCO ALVARADO DE LA VILLA DE CHAO;LA LIBERTAD;VIRU;CHAO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5059:Diesel B5 S-50 ;C1:2028:Diesel B5 S-50 ;C1:3035:GASOHOL REGULAR C2:2023:GASOHOL REGULAR ;;;;;;;;12145;26/04/2023;INDEFINIDO;VERONIKA DZIDO MARINOVICH;0
99;202200096080;61570;61570-050-080622;20517895718;CONSORCIO PETRO CENTRAL S.A.C.;AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 C.P. SAN JUAN DE PARIACHI;LIMA;LIMA;ATE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2689:GASOHOL 95 PLUS C2:2689:GASOHOL 90 PLUS C3:1339:Diesel B5 S-50 ;C1:6696:Diesel B5 S-50 ;;;;;;;;;13413;8/06/2022;INDEFINIDO;JAIME RUBEN CAPCHA IPARRAGUIRRE;0
100;202200059908;111758;111758-050-180422;20604591831;GRIFOS YEFREE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CARRETERA PANAMERICANA JULIACA-CUSCO KM. 1290+940;PUNO;LAMPA;CALAPUJA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:Diesel B5 S-50 ;C1:4000:Diesel B5 S-50 ;C1:3146:GASOHOL 90 PLUS ;C1:2247:GASOHOL 95 PLUS ;C1:2500:GASOHOL 84 PLUS ;C1:5000:GASOHOL 90 PLUS ;C1:10000:Diesel B5 S-50 ;;;;30893;18/04/2022;INDEFINIDO;YESICA IDALIA TAIPE OCHOCHOQUE;0
101;202300086080;148680;148680-050-200423;10408870475;HILDA ADELAIDA PAREDES CRUZ ;KM 300.85 CARRETERA PANAMERICANA SUR;PUNO;CHUCUITO;DESAGUADERO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3260:GASOHOL PREMIUM ;C1:3260:GASOHOL REGULAR ;C1:4067:Diesel B5 S-50 ;C1:4067:Diesel B5 S-50 ;;;;;;;14654;20/04/2023;INDEFINIDO;HILDA ADELAIDA PAREDES CRUZ ;0
102;202000110174;122653;122653-050-170920;20601329060;ESTACION DE SERVICIOS HNOS ARGANDOÑA S.C.R.L.;CASERIO SANTA CRUZ DE MATICHICO ALTURA DEL KM. 377 DE LA CARRETERA CENTRAL LIMA-HUANUCO;HUANUCO;AMBO;AMBO;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 C2:3000:GASOHOL 90 PLUS ;;;;;;;;;;9000;17/09/2020;INDEFINIDO;ISIDRO BELMONT ARGANDOÑA HUAMAN;0
103;202200238456;99732;99732-050-241122;20608556436;GRIFO CURQ S.R.L.;AV. MILTON CORDOVA MZ. O LOTE 1;AYACUCHO;HUANTA;LLOCHEGUA;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS ;C1:3300:GASOHOL 90 PLUS C2:2200:GASOHOL 95 PLUS ;;;;;;;;13500;24/11/2022;24/11/2023;CURO PULLUCO JUAN;0
104;201700109945;40616;40616-050-130717;20100226732;GRIFO LAS PEÑAS S.R.L.;CALLE LIBERTAD N° 103;AREQUIPA;CASTILLA;APLAO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4500:Diesel B5 S-50 ;C1:3000:SIN PRODUCTO ;C1:1200:GASOHOL 95 PLUS ;C1:4900:GASOHOL 90 PLUS ;;;;;;;13600;13/07/2017;INDEFINIDO;BETSY ANGELICA RODRIGUEZ MEDINA;0
105;202000175468;152935;152935-050-241120;10467411760;RONAL ARAPA MONTOYA ;CALLE CUSCO S/N BARRIO CERRO COLORADO;PUNO;AZANGARO;ASILLO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2010:GASOHOL 84 PLUS ;C1:1005:GASOHOL 90 PLUS ;C1:1005:Diesel B5 S-50 ;;;;;;;;4020;24/11/2020;INDEFINIDO;RONAL ARAPA MONTOYA ;0
106;201600149821;62976;62976-050-241016;20493942094;ESTACION DE SERVICIOS SORITOR E.I.R.L.;CARRETERA SORITOR - CALZADA KM 001+114;SAN MARTIN;MOYOBAMBA;SORITOR;ESTACIONES DE SERVICIOS;C1:1800:GASOLINA 84 ;C1:1800:GASOLINA 90 ;C1:9380:DIESEL B5,Diesel B5 S-50 ;;;;;;;;12980;24/10/2016;INDEFINIDO;NORBIL ALADINO VÁSQUEZ PINEDO ;0
107;202200009471;8430;8430-050-160222;10013385934;POMA QUENTA YOLANDA;AV. EJERCITO Nº 1597;PUNO;YUNGUYO;YUNGUYO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1500:Diesel B5 S-50 ;C1:1500:GASOHOL 90 PLUS ;;;;;;;;;3000;16/02/2022;INDEFINIDO;POMA QUENTA YOLANDA;720
