No,EXPEDIENTE,CODIGO OSINERGMIN,REGISTRO,RUC,RAZON SOCIAL,DIRECCION OPERATIVA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO DE ESTABLECIMIENTO,TANQUE 1,TANQUE 2,TANQUE 3,TANQUE 4,TANQUE 5,TANQUE 6,TANQUE 7,TANQUE 8,TANQUE 9,TANQUE 10,CAP.TOTAL CL (gln),FEC. EMISION,TÉRMINO DE VIGENCIA,REPRESENTANTE,GLP EN CILINDROS (kg),lat,lng
682,202200071704,162461,162461-050-140722,10478569977,CAJUSOL TUÑOQUE JORGE NATIVIDAD,"CARRETERA MARAVILLA – LAS BANQUITAS – CASERIO SAN ISIDRO, SUB LOTE PARCELA N°12495 – PREDIO SASAPE – SECTOR SASAPE ",LAMBAYEQUE,LAMBAYEQUE,TUCUME,ESTACIONES DE SERVICIOS,C1:5000:Diesel B5 S-50 ,C1:2000:GASOHOL 84 PLUS C2:1500:GASOHOL 90 PLUS C3:1500:GASOHOL 95 PLUS ,,,,,,,,,10000.0,14/07/2022,INDEFINIDO,JORGE NATIVIDAD CAJUSOL TUÑOQUE,0,-6.6101,-79.9534
683,1407207,88445,88445-050-2010,10402740626,SOLORSANO PEÑA GOMEZ,JR. GARCILASO DE LA VEGA S/N MZ LOTE 2 SECTOR MONTERRICO ,MADRE DE DIOS,TAHUAMANU,IBERIA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:5330:DIESEL B2 ,C1:5330:GASOLINA 84 ,,,,,,,,,10660.0,8/09/2010,INDEFINIDO,SOLORSANO PEÑA GOMEZ,0,-11.4042828,-69.4878891
684,202200267646,15231,15231-050-090123,10405233814,MARIA MAGDALENA TURPO CAMA,"AV. CHOQUEHUANCA S/N, BARRIO 1° DE MAYO",PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:3000:GASOHOL 90 PLUS ,C1:3000:Diesel B5 S-50 ,,,,,,,,,6000.0,9/01/2023,INDEFINIDO,MARIA MAGDALENA TURPO CAMA,720,-15.0332125,-70.3378913
685,201600136679,8559,8559-050-270916,20480338066,GRIFO SAN FRANCISCO DE ASIS S.A.C.,CALLE DIEGO FERRE Nº 204 - 210,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:3000:GASOHOL 84 PLUS ,C1:1500:GASOHOL 90 PLUS ,"C1:3000:DIESEL B5,Diesel B5 S-50 ",,,,,,,,7500.0,27/09/2016,INDEFINIDO,MARITZA RODRIGUEZ FIGUEROA,0,-6.396740299999999,-79.8228231
686,201700029900,14381,14381-050-070317,20485592556,SERVICENTRO SANTA MARTHA E.I.R.L.,AV. TAMBURCO N° 152,APURIMAC,ABANCAY,TAMBURCO,ESTACIONES DE SERVICIOS,C1:3000:Diesel B5 S-50 ,C1:2000:GASOHOL 90 PLUS ,,,,,,,,,5000.0,7/03/2017,INDEFINIDO,LUZ MARGOT ROJAS UTANI,0,-13.6239604,-72.8764853
687,202100093252,135944,135944-050-240621,10320218212,MORALES REAL ROBERTO MEDARDO,CARRETERA CENTRAL MZ G LT 1 CENTRO POBLADO MANCOS,ANCASH,YUNGAY,MANCOS,ESTACIONES DE SERVICIOS,C1:10000:Diesel B5 S-50 ,C1:3000:GASOHOL 95 PLUS C2:3000:GASOHOL 90 PLUS ,,,,,,,,,16000.0,24/06/2021,INDEFINIDO,ROBERTO MEDARDO MORALES REAL,720,-9.1912509,-77.7133326
688,202200211304,8899,8899-050-241022,20601152291,BENICORP S.A.C.,EX. CARRETERA PANAMERICANA NORTE KM. 874,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:4000:GASOHOL 84 PLUS ,C1:2000:GASOHOL 90 PLUS ,C1:6000:Diesel B5 S-50 ,,,,,,,16000.0,24/10/2022,INDEFINIDO,JULIA NOELINA OLAZABAL CHUMAN,480,-6.2745182,-80.3238613
689,202100258720,120515,120515-050-190422,20566449383,PETROANDES DEL NORTE S.A.C,"AV. 3 CON AV. APOLINARIO SALCEDO Y CON CALLE 7, MZ K LOTE 08, SECTOR 25 SAN BORJA",LAMBAYEQUE,CHICLAYO,POMALCA,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:1500:GASOHOL 90 PLUS ,C1:1500:GASOHOL 84 PLUS ,C1:1000:Diesel B5 S-50 ,C1:8000:Diesel B5 S-50 ,,,,,,16000.0,19/04/2022,INDEFINIDO,JUANA LUZ RUIZ DE LEON,0,-6.7044468,-79.9042472
690,201900103179,112279,112279-050-010719,20570754905,ESTACION DE SERVICIO EL PROFE S.R.L,AV VICTOR RAUL HAYA DE LA TORRE N° 1751 PAMPA GRANDE,CAJAMARCA,CAJABAMBA,CAJABAMBA,ESTACIONES DE SERVICIOS,C1:4002:GASOHOL 84 PLUS ,C1:4002:GASOHOL 90 PLUS ,C1:9275:Diesel B5 S-50 ,,,,,,,,17279.0,1/07/2019,INDEFINIDO,HERMAN KERLAY CASTAÑEDA IBAÑEZ,0,-7.6141929,-78.061082
691,202200163174,155476,155476-050-181222,10318204409,PAJUELO VILLARREAL DENNY WUILDER,"CARRETERA LLAMELLIN - CHINGAS, BARRIO CANCANAN",ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ESTACIONES DE SERVICIOS,C1:3000:Diesel B5 S-50 ,C1:1500:GASOHOL 90 PLUS ,C1:1500:GASOHOL 95 PLUS ,,,,,,,,6000.0,18/12/2022,INDEFINIDO,PAJUELO VILLARREAL DENNY WUILDER,0,-9.0694198,-77.0173242
692,202300047588,35325,35325-050-120423,10328776320,JUANA GLADYS LOPEZ DE MILLA,"PARCELA 10250 D,E,F, EL SOCORRO",ANCASH,SANTA,MORO,ESTACIONES DE SERVICIOS,C1:3292:Diesel B5 S-50 C2:3440:Diesel B5 S-50 ,C1:5457:GASOHOL REGULAR C2:1078:GASOHOL PREMIUM ,,,,,,,,,13267.0,12/04/2023,INDEFINIDO,JUANA GLADYS LOPEZ DE MILLA,0,-9.138228699999999,-78.1835179
693,202100014376,61706,61706-050-280121,20525769381,GRIFO Y SERVICIOS SEMINARIO S.R.L.,CARRETERA PIURA - SECHURA KM 20 CENTRO POBLADO LAS MALVINAS,PIURA,PIURA,LA ARENA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:GASOHOL 90 PLUS ,C1:4000:Diesel B5 S-50 ,C1:1120:GASOHOL 90 PLUS ,,,,,,,,9120.0,28/01/2021,INDEFINIDO,SEMINARIO SILVA VICENTE,720,-5.5622396,-80.8187744
694,202100216064,94861,94861-050-161021,20479611654,ESTACIÓN DE SERVICIOS SEÑOR DE LA MONTAÑA E.I.R.L.,AV. CARRETERA MARGINAL KM 307 + 354 CASERIO SUYOBAMBA,AMAZONAS,BONGARA,JAZAN,ESTACIONES DE SERVICIOS,C1:3950:Diesel B5 S-50 ,C1:1975:GASOLINA 95 C2:1975:GASOLINA 90 ,,,,,,,,,7900.0,16/10/2021,INDEFINIDO,JORGE LUIS ARCE REQUEJO,0,-5.9417512,-77.9737766
695,202200265492,148549,148549-050-291222,20603053142,SERVICENTRO FIGUEROA S.A.C.,PREDIO QUISTO-PARCELA N° Q5-05 (VIA PICHARI PUERTO ENE),CUSCO,LA CONVENCION,PICHARI,ESTACIONES DE SERVICIOS,C1:9000:Diesel B5 S-50 ,C1:9000:GASOHOL 90 PLUS ,C1:9000:GASOHOL 95 PLUS ,,,,,,,,27000.0,29/12/2022,29/12/2023,EDUNIA FIGUEROA DURAND ,0,-12.2268315,-73.9959579
696,201600102225,18430,18430-050-180716,20408125040,FIDEL S.A.C.,AV. FRANCISCO VIDAL Nº 155 (EX CARRETERA PANAMERICANA NORTE KM. 187.60),LIMA,BARRANCA,SUPE,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:Diesel B5 S-50 ,C1:4000:GASOHOL 90 PLUS ,,,,,,,,,8000.0,18/07/2016,INDEFINIDO,PEDRO EDUARDO ABRILES ARENAS,0,-10.7471499,-77.7627301
697,202100043162,97933,97933-050-310321,20602082700,ESTACION DE SERVICIOS D & L E.I.R.L.,ESQ. JR. AUGUSTO B. LEGUIA CON JR. MARISCAL CACERES,SAN MARTIN,BELLAVISTA,BELLAVISTA,ESTACIONES DE SERVICIOS,C1:5323:Diesel B5 S-50 ,C1:3326:GASOLINA 84 C2:3326:GASOLINA 95 ,C1:5323:GASOLINA 90 ,,,,,,,,17298.0,31/03/2021,INDEFINIDO,ALFREDO DARWIN IBAÑEZ RUIZ,0,-7.0534572,-76.5892774
698,202300095399,115985,115985-050-150523,20228985237,ESTACION DE SERVICIOS SAN JOSE ESPINAR-CUSCO S.R.L.,MARGEN DERECHA DE LA CARRETERA AREQUIPA-JULIACA KM 16.7 Y KM 166 MZ H-LOTE 1-2,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,ESTACIONES DE SERVICIOS,C1:10000:Diesel B5 S-50 ,C1:10000:Diesel B5 S-50 ,C1:5000:GASOHOL REGULAR ,C1:3000:GASOHOL PREMIUM C2:2000:GASOHOL PREMIUM ,,,,,,,30000.0,15/05/2023,INDEFINIDO,LUIS ALBERTO PEZO HUAYLLA,0,-15.9298168,-71.10588469999999
699,202300022018,6771,6771-050-240223,20127765279,COESTI S.A.,"JR. ARIAS SCHEREIBER N° 124, ESQ. JOSE SABOGAL",LIMA,LIMA,MIRAFLORES,ESTACIONES DE SERVICIOS,C1:2000:Diesel B5 S-50 ,C1:4000:GASOHOL PREMIUM ,C1:6000:GASOHOL PREMIUM ,C1:6000:GASOHOL REGULAR ,,,,,,,18000.0,24/02/2023,INDEFINIDO,ABRAHAM HUGO CALDERON MAVILA,0,-12.1209725,-77.0109326
700,202300065856,111558,111558-050-170423,20559329305,GRIFO CHAUCA LA PLANCHADA E.I.R.L.,"CENTRO POBLADO LA PLANCHADA, ZONA A, MZ I1, LOTE 03",AREQUIPA,CAMANA,OCONA,ESTACIONES DE SERVICIOS,C1:4670:Diesel B5 S-50 ,C1:4670:GASOHOL REGULAR ,C1:1180:GASOHOL PREMIUM ,,,,,,,,10520.0,17/04/2023,INDEFINIDO,PERCY ADRIAN CHAUCA DAVALOS,0,-16.4418484,-73.1072987
701,202000130646,7846,7846-050-280920,20115122917,GRIFO PETRO SUR E.I.R.L,KM. 4 CARRETERA JULIACA-HUANCANE,PUNO,SAN ROMAN,JULIACA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:GASOHOL 90 PLUS ,C1:5000:Diesel B5 S-50 ,C1:4000:Diesel B5 S-50 ,C1:2000:Diesel B5 S-50 ,C1:2000:GASOHOL 95 PLUS ,C1:1000:GASOHOL 84 PLUS ,,,,,18000.0,28/09/2020,INDEFINIDO,PABLO MAURO HUAMANI ANCO,0,-15.5066438,-70.1169401
702,202200275575,105057,105057-050-300123,20603823363,SERVICENTRO PUERTO INCA S.A.C.,"CARRETERA FERNANDO BELAUNDE TERRY S/N Y JR JOSE SAN MARTIN MZ C LT 1,2,3,4 C.P. SUNGARO",HUANUCO,PUERTO INCA,PUERTO INCA,ESTACIONES DE SERVICIOS,C1:6600:Diesel B5 S-50 ,C1:6600:Diesel B5 S-50 ,C1:6600:GASOHOL 90 PLUS ,C1:6600:GASOHOL 95 PLUS ,,,,,,,26400.0,30/01/2023,30/01/2024,THALES EDINSON DIAZ CHAMPA,720,-9.3704447,-75.0340992
703,201900192677,21186,21186-050-221119,20450702804,GRIFO SAN ISIDRO DE HUANCA E.I.R.L,"AV. HERMANOS AYAR LOTE F-1-B, PP.JJ. BARRIO DE DIOS",CUSCO,CUSCO,SANTIAGO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:GASOHOL 90 PLUS ,C1:4000:Diesel B5 S-50 ,C1:1600:GASOHOL 95 PLUS ,C1:7880:Diesel B5 S-50 ,C1:7880:GASOHOL 90 PLUS ,,,,,,25360.0,22/11/2019,INDEFINIDO,MARY YANINA VALDIVIA GUZMAN,0,-13.5185901,-71.990739
704,202200175641,146353,146353-050-220922,20605878301,ESTACION DE SERVICIOS MVA E.I.R.L.,CARRETERA CHICLAYO - CHONGOYAPE KM 40+200 SECTOR LA CRIA ,LAMBAYEQUE,CHICLAYO,PATAPO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:Diesel B5 S-50 ,C1:2500:GASOHOL 84 PLUS C2:1500:GASOHOL 90 PLUS ,,,,,,,,,8000.0,22/09/2022,INDEFINIDO,MEDINA VASQUEZ CESAR ALEJANDRO,240,-6.6237649,-79.3803963
705,202000036293,137397,137397-050-180320,20604758883,SERVICENTRO DELUSA S.A.C.,"PARCELA 04592 KM. 6.3, CARRETERA CASMA-HUARAZ, VALLE SECHIN, PREDIO TAJO ABIERTO, SECTOR HUANCAMUÑA",ANCASH,CASMA,BUENA VISTA ALTA,ESTACIONES DE SERVICIOS,C1:6500:Diesel B5 S-50 ,C1:2600:GASOHOL 90 PLUS ,C1:1300:GASOHOL 95 PLUS ,C1:1300:GASOHOL 98 PLUS ,,,,,,,11700.0,18/03/2020,INDEFINIDO,JHOSEPT AMADO PEREZ MIMBELA,0,-9.529453799999999,-77.5291577
706,201700051951,18539,18539-050-180417,20503840121,REPSOL COMERCIAL S.A.C.,AV. BOLOGNESI N° 904,AREQUIPA,AREQUIPA,CAYMA,ESTACIONES DE SERVICIOS,C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 95 PLUS ,C1:4000:GASOHOL 98 PLUS ,C1:4000:Diesel B5 S-50 ,,,,,,,,16000.0,18/04/2017,INDEFINIDO,VICTOR GONZALO CASTILLO OVIEDO,0,-16.3710485,-71.544236
707,201700155675,132027,132027-050-021017,10453634031,BEQUER CAHUANA BELLIDO,AV. VALLE GRANDE S/N MZ B. LOTES 27 Y 28. PUEBLO DE MASSIAPO,PUNO,SANDIA,ALTO INAMBARI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:5393:Diesel B5 S-50 ,C1:1798:GASOHOL 90 PLUS ,C1:1798:GASOHOL 84 PLUS ,,,,,,,,8989.0,2/10/2017,INDEFINIDO,BEQUER CAHUANA BELLIDO,0,-14.0905409,-69.2423084
708,202000116804,7068,7068-050-160920,20606227451,MUNDO PETROL S.A.C.,CARRETERA PANAMERICANA NORTE KM. 604,LA LIBERTAD,ASCOPE,CHOCOPE,ESTACIONES DE SERVICIOS,C1:4000:SIN PRODUCTO ,C1:4000:Diesel B5 S-50 C2:4000:Diesel B5 S-50 C3:4000:GASOHOL 90 PLUS ,C1:4000:GASOHOL 84 PLUS ,,,,,,,,20000.0,16/09/2020,INDEFINIDO,MAYRA LISBETH GALARRETA LOPEZ,0,-7.838863,-79.1526054
709,202200195760,133007,133007-050-241122,20602544002,COMPAÑIA OPERADORA DE LA SELVA S.A.,AV. YARINACOCHA ESQ. PROLONG. TUPAC AMARU MZ. 185 A LT. 36-37,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ESTACIONES DE SERVICIOS,C1:3000:GASOHOL 95 PLUS C2:3000:DIESEL B5 ,C1:6000:GASOLINA 90 ,C1:6000:Diesel B5 S-50 ,C1:6000:Diesel B5 S-50 ,,,,,,,24000.0,24/11/2022,INDEFINIDO,MARLY PATRICIA RENGIFO RIOS,0,-8.3631138,-74.5676809
710,202200003151,137814,137814-050-310122,10032081491,CAMPOS JULCA ARSENIA,CASERÍO SEGUNDA S/N - ANEXO CHORRO SUCIO “EL CAFETAL” - CARRETERA SAPALACHE - HUANCABAMBA,PIURA,HUANCABAMBA,HUANCABAMBA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:Diesel B5 S-50 ,C1:2000:GASOHOL 90 PLUS ,C1:2000:GASOHOL 90 PLUS ,,,,,,,,8000.0,31/01/2022,INDEFINIDO,CAMPOS JULCA ARSENIA,0,-5.2437484,-79.453259
711,201900033297,40506,40506-050-091220,20602270751,MARCANIC S.A.C.,JR JOSE SANTOS CHOCANO Nº 300 JR MARIANO MELGAR Y CESAR VALLEJO - URB SIMON BOLIVAR,AYACUCHO,HUAMANGA,JESUS NAZARENO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6695:Diesel B5 S-50 ,C1:6695:GASOHOL 90 PLUS ,C1:3000:GASOHOL 95 PLUS ,,,,,,,,16390.0,9/12/2020,INDEFINIDO,IRIS ARCENIA DIAZ VILA,0,-13.1566428,-74.2187244
712,202000013094,141535,141535-050-230120,20605768742,DISTRIBUCIONES GRIFO SEÑOR DE HUANCA F & ML SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CARRETERA AYAVIRI - CUSCO KM. 1200+400,PUNO,MELGAR,UMACHIRI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2600:GASOHOL 84 PLUS ,C1:3950:Diesel B5 S-50 ,,,,,,,,,6550.0,23/01/2020,INDEFINIDO,GLADYS NAYHUA SUNI ,0,-14.8845391,-70.592575
713,202200162536,137398,137398-050-281222,20600382641,ESTACION DE SERVICIOS MARVISALINAS S.A.C.,CARRETERA HUAMACHUCO - EL PALLAR SECTOR LAS PAVAS CASERIO YANAC I,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,ESTACIONES DE SERVICIOS,C1:6000:Diesel B5 S-50 ,C1:6000:Diesel B5 S-50 ,C1:3000:GASOHOL 90 PLUS ,C1:3000:GASOHOL 95 PLUS ,C1:10000:Diesel B5 S-50 ,C1:5000:GASOHOL 90 PLUS ,,,,,33000.0,28/12/2022,INDEFINIDO,VICTOR ELI SALINAS BRICEÑO ,0,-7.796260699999999,-77.9183372
714,202300022022,16709,16709-050-080223,20127765279,COESTI S.A.,PARQUE INDUSTRIAL LOTE A-20,CUSCO,CUSCO,WANCHAQ,ESTACIONES DE SERVICIOS,C1:8000:Diesel B5 S-50 ,C1:8000:Diesel B5 S-50 ,C1:3500:GASOHOL 90 PLUS C2:3500:Diesel B5 S-50 ,C1:1000:GASOHOL 90 PLUS ,,,,,,,24000.0,8/02/2023,INDEFINIDO,ABRAHAM HUGO CALDERON MAVILA,0,-13.5281501,-71.9521747
715,1499765,16617,16617-050-270911,20503840121,REPSOL COMERCIAL S.A.C.,AV. JOSE GÁLVEZ BARRENECHEA N° 1146 (ANTES AV. PRINCIPAL) ESQ. CON CALLE 32 URB. VILLA VICTORIA,LIMA,LIMA,SURQUILLO,ESTACIONES DE SERVICIOS,C1:5000:Diesel B5 S-50 ,C1:5000:GASOHOL 90 PLUS ,C1:3000:GASOHOL 95 PLUS ,C1:5000:GASOHOL 98 PLUS ,C1:5000:GASOHOL 95 PLUS ,,,,,,23000.0,27/09/2011,INDEFINIDO,TANI MARIE VALLES BENAVENTE,0,-12.1075178,-77.01078989999999
716,202200237119,33311,33311-050-201122,10800174835,MUÑOZ EYZAGUIRRE GALIA AYDEE,AV. AURELIO GUEVARA S/N. C.P.M. ROSARIO,AYACUCHO,LA MAR,AYNA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2500:GASOHOL 90 PLUS ,C1:2500:Diesel B5 S-50 ,,,,,,,,,5000.0,20/11/2022,20/11/2023,MUÑOZ EYZAGUIRRE GALIA AYDEE,0,-12.5996096,-73.83039640000001
717,202100248541,20978,20978-050-101221,20479641723,COMBUSTIBLES EL CARMEN S.A.C.,AV. HIPOLITO UNANUE Nº 300,LAMBAYEQUE,CHICLAYO,CHICLAYO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2000:Diesel B5 S-50 ,C1:2600:SIN PRODUCTO ,C1:5000:Diesel B5 S-50 ,C1:3550:GASOHOL 95 PLUS ,C1:4000:GASOHOL 90 PLUS ,,,,,,17150.0,10/12/2021,INDEFINIDO,"BANCES CORONEL VDA. DE NUÑEZ, MONICA DEL PILAR",0,-6.7732516,-79.8296414
718,202000085291,140226,140226-050-200720,17165609956,FELIPE VALVERDE ALVITES,AV. 20 DE MAYO CON JR. SALADO,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4220:GASOLINA 84 ,C1:4220:GASOLINA 90 ,C1:4220:GASOLINA 90 ,C1:4220:Diesel B5 S-50 ,,,,,,,16880.0,20/07/2020,INDEFINIDO,FELIPE VALVERDE ALVITES,0,-6.591117,-76.7105632
719,202100201967,8905,8905-050-060622,20601597358,PETROLEUM LUBOR CARBURANTES E.I.R.L.,ANTIGUA PANAMERICANA NORTE KM. 791,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:8500:Diesel B5 S-50 ,C1:8500:SIN PRODUCTO ,C1:1500:GASOHOL 90 PLUS ,C1:1500:GASOHOL 84 PLUS ,C1:1500:GASOHOL 95 PLUS ,,,,,,21500.0,6/06/2022,INDEFINIDO,RIOJA BENAVIDES FRANCISCA PAOLA,720,-6.7112232,-79.9016744
720,202100149124,124290,124290-050-050721,20600994248,PETROVIDA E.I.R.L.,"AV. HUARMIACU, CUADRA 01",AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,ESTACIONES DE SERVICIOS,C1:2500:GASOLINA 90 ,C1:1900:GASOLINA 84 ,C1:3000:Diesel B5 S-50 ,C1:2000:Diesel B5 S-50 ,C1:1500:GASOLINA 95 ,,,,,,10900.0,5/07/2021,INDEFINIDO,EVER PORTOCARRERO TAFUR,0,-6.3700208,-77.4357739
721,201700148237,122618,122618-050-180917,10069186233,BECSABETH ROSALIA VILCAPOMA VELAZCO DE FLORES,PARCELA 6 COOPERATIVA AGRARIA MARIA PARADO DE BELLIDO,LIMA,LIMA,CARABAYLLO,ESTACIONES DE SERVICIOS,C1:3381:Diesel B5 S-50 ,C1:1668:GASOHOL 90 PLUS ,C1:1668:GASOHOL 95 PLUS ,,,,,,,,6717.0,18/09/2017,INDEFINIDO,BECSABETH ROSALIA VILCAPOMA VELAZCO DE FLORES,0,-11.8993953,-77.0338032
722,202200092421,105467,105467-050-130622,20609316757,ESTACION DE SERVICIOS MEGA S.R.L.,"CARRETERA JULIACA - CUSCO KM. 17.000, PARCIALIDAD SARA",PUNO,LAMPA,CALAPUJA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1500:GASOHOL 90 PLUS ,C1:2500:Diesel B5 S-50 ,C1:1000:GASOHOL 95 PLUS ,,,,,,,,5000.0,13/06/2022,INDEFINIDO,TEJADA RUIZ CLAUDIA,0,-15.3136824,-70.2229286
723,202100149119,145245,145245-050-050721,20600994248,PETROVIDA E.I.R.L.,"CARRETERA CHACHAPOYAS-RODRIGUEZ DE MENDOZA, SECTOR RUMICHACHA",AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ESTACIONES DE SERVICIOS,C1:5500:Diesel B5 S-50 ,C1:3500:GASOLINA 90 C2:2000:GASOLINA 95 ,C1:1500:GASOLINA 97 ,,,,,,,,12500.0,31/07/2021,INDEFINIDO,EVER PORTOCARRERO TAFUR,0,-6.22602,-77.8571984
724,202200195771,8996,8996-050-061122,20602544002,COMPAÑIA OPERADORA DE LA SELVA S.A.,AV. BELLAVISTA N° 290,UCAYALI,CORONEL PORTILLO,MANANTAY,ESTACIONES DE SERVICIOS,C1:3000:DIESEL B5 ,C1:4000:GASOLINA 90 ,C1:3000:DIESEL B5 ,C1:4000:GASOHOL 95 PLUS ,,,,,,,14000.0,6/11/2022,INDEFINIDO,MARLY PATRICIA RENGIFO RIOS,480,-8.3978436,-74.5365334
725,202300066110,167142,167142-050-280323,20610472673,GRIFOS FAGA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,"AV. CIRCUNVALACIÓN NORTE N° 2300, 2306 Y 2310 ESQ. CON EL JIRON PARINACOCHAS N° 101, 105, 109 Y 123 URBANIZACIÓN AMPLIACIÓN JORGE CHAVEZ",PUNO,SAN ROMAN,JULIACA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:5269:Diesel B5 S-50 ,C1:5269:GASOHOL 84 PLUS ,C1:5269:GASOHOL REGULAR ,C1:3951:GASOHOL PREMIUM ,,,,,,,19758.0,28/03/2023,INDEFINIDO,APAZA VALENCIA MARISOL ELSA,0,-15.4814199,-70.140748
726,202100151747,91472,91472-050-291021,10001819246,YOFRE ESPINOZA RETIZ,CARRETERA FEDERICO BASADRE KM. 85+500 CENTRO POBLADO MENOR ALEXANDER VON HUMBOLDT,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLD,ESTACIONES DE SERVICIOS,C1:5268:DIESEL B5 ,C1:5268:DIESEL B5 ,C1:5268:GASOLINA 90 ,C1:5268:DIESEL B5 ,C1:9200:DIESEL B5 ,C1:9200:DIESEL B5 ,C1:4600:GASOLINA 90 C2:4600:GASOLINA 95 ,,,,48672.0,29/10/2021,INDEFINIDO,YOFRE ESPINOZA RETIZ,0,-8.8235187,-75.076654
727,202200267682,148063,148063-050-281222,20605430296,INVERSIONES GABELL S.A.C.,CARRETERA LECHEMAYO - CHUNGUI KM 02,AYACUCHO,LA MAR,ANCO,ESTACIONES DE SERVICIOS,C1:8000:Diesel B5 S-50 ,C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 95 PLUS ,,,,,,,,,16000.0,28/12/2022,28/12/2023,MARGOTH GALVAN BELLIDO,0,-13.0093071,-73.5133973
728,201300106847,103620,103620-050-270613,10022849463,CESAR EMILIO MACEDO MAMANI,AV RAMON CASTILLA S/N,PUNO,SANDIA,CUYOCUYO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6585:Diesel B5 S-50 ,C1:6585:Diesel B5 S-50 ,C1:1710:GASOHOL 84 PLUS ,,,,,,,,14880.0,27/06/2013,INDEFINIDO,CESAR EMILIO MACEDO MAMANI,0,-14.4685517,-69.53668019999999
729,201900024701,64163,64163-050-140219,10307616454,ISABEL ORFA BUIZA MINAYA,ESQUINA AV. AREQUIPA S/N CON CALLE PIZARRO,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2991:GASOHOL 90 PLUS ,C1:3720:Diesel B5 S-50 ,C1:3720:Diesel B5 S-50 ,,,,,,,,10431.0,14/02/2019,INDEFINIDO,ISABEL ORFA BUIZA MINAYA,0,-16.1474124,-72.7570024
730,202200117183,117072,117072-050-150722,20541597574,VILKO HNOS S.A.C.,AV. LOS COLONOS N° 820,PASCO,OXAPAMPA,POZUZO,ESTACIONES DE SERVICIOS,C1:3000:Diesel B5 S-50 C2:3000:GASOHOL 95 PLUS C3:3000:GASOHOL 90 PLUS ,C1:5000:Diesel B5 S-50 C2:1000:GASOHOL 97 PLUS ,C1:4000:GASOHOL 90 PLUS C2:2000:GASOHOL 84 PLUS ,,,,,,,,21000.0,15/07/2022,INDEFINIDO,YOVANNI FRANCHESCO VILLAR KONIG,720,-10.0728467,-75.5506721
731,202300081521,131825,131825-050-150423,10714311323,DIANA CANDY BUSTAMANTE CABRERA,CALLE 28 DE JULIO Y AV SAN MARTIN,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1632:Diesel B5 S-50 ,C1:1632:GASOLINA REGULAR ,C1:1632:GASOLINA PREMIUM ,,,,,,,,4896.0,15/04/2023,INDEFINIDO,DIANA CANDY BUSTAMANTE CABRERA,0,-6.7027357,-79.90767149999999
