No,EXPEDIENTE,CODIGO OSINERGMIN,REGISTRO,RUC,RAZON SOCIAL,DIRECCION OPERATIVA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO DE ESTABLECIMIENTO,TANQUE 1,TANQUE 2,TANQUE 3,TANQUE 4,TANQUE 5,TANQUE 6,TANQUE 7,TANQUE 8,TANQUE 9,TANQUE 10,CAP.TOTAL CL (gln),FEC. EMISION,TÉRMINO DE VIGENCIA,REPRESENTANTE,GLP EN CILINDROS (kg),lat,lng
212,202100091172,156084,156084-050-180521,10408482921,HUMBERTO MANUEL FERNANDO LAZARO MARTINEZ,"SECTOR HUAPALAS, ZONA DE CORAZÓN DE JESÚS, CON RRCC 56447-01 – CARRETERA A CHULUCANAS",PIURA,MORROPON,CHULUCANAS,ESTACIONES DE SERVICIOS,C1:6140:Diesel B5 S-50 ,C1:5110:GASOHOL 90 PLUS ,C1:4000:GASOHOL 84 PLUS ,C1:4000:GASOHOL 95 PLUS ,C1:3000:SIN PRODUCTO ,,,,,,22250.0,18/05/2021,INDEFINIDO,HUMBERTO MANUEL FERNANDO LAZARO MARTINEZ,0,-5.1205189,-80.19517809999999
213,202000058471,45101,45101-050-220520,20542395720,GRIFOS CRYSMAR E.I.R.L.,CARRETERA MARGINAL KM 486 - SECTOR SAN JUAN DE TANGUMI,SAN MARTIN,MOYOBAMBA,CALZADA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2000:GASOLINA 90 C2:6000:Diesel B5 S-50 ,C1:6000:Diesel B5 S-50 C2:2000:GASOLINA 84 ,,,,,,,,,16000.0,22/05/2020,INDEFINIDO,ORESTES VICTORIANO ARAUJO ARAUJO,0,-6.0388475,-77.09820119999999
214,202100020463,154272,154272-050-080421,20607150738,ESTACION & SERVICIOS A & Y S.R.L.,"PUEBLO JOVEN 3 DE OCTUBRE MZ. N, LOTE N° 1",AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1300:GASOHOL 95 PLUS C2:2600:Diesel B5 S-50 ,C1:1300:GASOHOL 97 PLUS C2:2600:GASOHOL 90 PLUS ,,,,,,,,,7800.0,8/04/2021,INDEFINIDO,YANIRA ZULEMA QUISPE CHAMBI,0,-16.4445144,-71.5197219
215,201200171947,98303,98303-050-190912,20490539914,SERVICENTRO TODA UNA VIDA S.R.L.,CARRETERA PUERTO MALDONADO - CUSCO KM. 7+500,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ESTACIONES DE SERVICIOS,C1:10600:GASOLINA 84 ,C1:10600:Diesel B5 S-50 ,C1:8515:Diesel B5 S-50 C2:2085:GASOLINA 90 ,,,,,,,,31800.0,19/09/2012,INDEFINIDO,KLEIBERT QUISPE CRUZ,0,-12.5844962,-69.1907152
216,201700048401,104438,104438-050-310317,10423686770,MARIA ESPERANZA AGUILAR REYES,AV. CUCHUPAMPA S/N-CARRETERA HUARMACA A HUALAPAMPA-CASERIO CUCHUPAMPA,PIURA,HUANCABAMBA,HUARMACA,ESTACIONES DE SERVICIOS,"C1:2100:DIESEL B5,Diesel B5 S-50 ",C1:1500:GASOHOL 90 PLUS ,,,,,,,,,3600.0,31/03/2017,INDEFINIDO,MARIA ESPERANZA AGUILAR REYES,0,-5.5859383,-79.52173789999999
217,201900197101,7247,7247-050-021219,20503840121,REPSOL COMERCIAL S.A.C.,"AV. LA MOLINA N° 2880, URB. EL SAUCE DE LA RINCONADA",LIMA,LIMA,LA MOLINA,ESTACIONES DE SERVICIOS,C1:6000:Diesel B5 S-50 ,C1:6000:GASOHOL 90 PLUS ,C1:6000:GASOHOL 90 PLUS ,C1:6000:GASOHOL 98 PLUS ,C1:6000:GASOHOL 95 PLUS ,,,,,,30000.0,2/12/2019,INDEFINIDO,VICTOR GONZALO CASTILLO OVIEDO,0,-12.083817,-76.927588
218,202000058476,101109,101109-050-200520,10418966721,ANTONIO OCAMPO RODRIGUEZ,CODIGO CATASTRAL 173 -A MARGEN DERECHA DEL RIO MASHUYACU,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,ESTACIONES DE SERVICIOS,C1:2390:Diesel B5 S-50 ,C1:2390:GASOLINA 90 ,,,,,,,,,4780.0,20/05/2020,INDEFINIDO,ANTONIO OCAMPO RODRIGUEZ,0,-6.491660899999999,-77.244826
219,201800210878,9548,9548-050-261218,20602544002,COMPAÑIA OPERADORA DE LA SELVA S.A.,ESQUINA CALLE FANNING CON CALLE CALVO DE ARAUJO N° 801,LORETO,MAYNAS,IQUITOS,ESTACIONES DE SERVICIOS,C1:6000:GASOLINA 84 ,C1:4000:SIN PRODUCTO ,C1:3000:GASOLINA 90 ,C1:1500:DIESEL B5 ,,,,,,,14500.0,26/12/2018,INDEFINIDO,MARLY PATRICIA RENGIFO RIOS,0,-3.7470946,-73.2499152
220,202200162624,16815,16815-050-070922,20102663196,ESTACION DE SERVICIOS ECA S.R.L.,CARRETERA PIURA - SECHURA KM. 37 CASERIO BECARA,PIURA,SECHURA,VICE,ESTACIONES DE SERVICIOS,C1:3030:GASOHOL 84 PLUS ,C1:3030:Diesel B5 S-50 ,C1:3030:GASOHOL 90 PLUS ,,,,,,,,9090.0,7/09/2022,INDEFINIDO,JOSE ANDRES ECA PANTA,720,-5.431653,-80.8059799
221,1500215,93759,93759-050-010911,10048271214,SANTIAGO CONDORI RODRIGUEZ,"FRACCION DE PARCELA Nº 20, UC 30474 - ALTO LIBERTAD ALTURA KM 98+500 CARRET. PTO MALDONADO-MAZUKO",MADRE DE DIOS,TAMBOPATA,INAMBARI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6400:DIESEL B5 ,C1:6400:DIESEL B5 ,C1:6400:DIESEL B5 ,C1:5200:GASOLINA 84 ,,,,,,,24400.0,1/09/2011,INDEFINIDO,SANTIAGO CONDORI RODRIGUEZ,0,-13.0974726,-70.3682625
222,202000055019,8552,8552-050-070520,20127765279,COESTI S.A.,AV. GRAU N° 1308,PIURA,PIURA,PIURA,ESTACIONES DE SERVICIOS,C1:6000:GASOHOL 90 PLUS ,C1:6500:GASOHOL 95 PLUS ,C1:6500:GASOHOL 90 PLUS ,C1:6500:GASOHOL 84 PLUS ,C1:6500:Diesel B5 S-50 ,,,,,,32000.0,7/05/2020,INDEFINIDO,ABRAHAM HUGO CALDERON MAVILA,240,-5.1933965,-80.638048
223,201800134387,8219,8219-050-160818,20176915464,GRILUSE S.R.L.,CARRETERA PANAMERICANA NORTE KM. 517,LA LIBERTAD,VIRU,VIRU,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:3500:Diesel B5 S-50 ,C1:2900:GASOHOL 90 PLUS ,C1:1400:GASOHOL 97 PLUS ,,,,,,,,7800.0,16/08/2018,INDEFINIDO,MANUEL GUERRERO LEON ,0,-8.6093197,-78.6653401
224,202100266598,160069,160069-050-270122,20522542726,EMPRESA DE TRANSPORTES JUNELY S.A.C. - TRANSPORTES JUNELY S.A.C.,AV. TUPAC AMARU ESQUINA CON CALLE 8,UCAYALI,CORONEL PORTILLO,CALLERIA,ESTACIONES DE SERVICIOS,C1:5000:DIESEL B5 ,C1:2500:GASOLINA 90 C2:2500:GASOLINA 95 ,,,,,,,,,10000.0,27/01/2022,INDEFINIDO,PERCY WALDIR VICUÑA PONCE,0,-8.4028735,-74.5797345
225,201800036315,6829,6829-050-070318,20602804705,SERVICIOS GENERALES JDDR S.A.C.,CARRETERA PANAMERICANA SUR KM. 226,ICA,PISCO,SAN CLEMENTE,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6000:Diesel B5 S-50 ,C1:3000:GASOHOL 90 PLUS ,C1:1000:SIN PRODUCTO ,C1:6000:GASOHOL 95 PLUS ,,,,,,,16000.0,7/03/2018,INDEFINIDO,JESUS RUBEN NOLVERTO PAREDES,0,-13.6429025,-76.1732143
226,202200165507,151820,151820-050-101122,20603386257,CGN GRIFOS E.I.R.L.,JR. LOS LAURELES ESQ. CON JR. 16 DE NOVIEMBRE MZ. C LT. 1 A.H. PROYECTO INTEGRAL LA PAZ,UCAYALI,CORONEL PORTILLO,MANANTAY,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:2800:DIESEL B5 ,C1:2800:GASOLINA 90 ,C1:2800:GASOLINA 90 ,,,,,,,,8400.0,10/11/2022,INDEFINIDO,JORGE ZEVALLOS ACOSTA,720,-8.4203388,-74.54818
227,201700008644,16783,16783-050-200117,20531343949,INVERSIONES ORO NEGRO S.A.C.,JR. TAHUANTINSUYO N° 102,SAN MARTIN,SAN MARTIN,TARAPOTO,ESTACIONES DE SERVICIOS,C1:7800:GASOLINA 90 ,C1:5200:GASOLINA 84 ,"C1:5200:DIESEL B5,Diesel B5 S-50 ",C1:3900:GASOLINA 95 ,C1:3900:GASOLINA 97 ,,,,,,26000.0,20/01/2017,INDEFINIDO,JUAN PABLO MORI REATEGUI,720,-6.4902915,-76.3632868
228,202000145627,124309,124309-050-211020,20605438173,SAN FRANCISCO GROUP S.A.C.,KM. 122 CARRETERA PATIVILCA - CONOCOCHA - CENTRO POBLADO HUAMBO,ANCASH,RECUAY,PAMPAS CHICO,ESTACIONES DE SERVICIOS,C1:6000:Diesel B5 S-50 ,C1:2000:GASOHOL 98 PLUS C2:2000:GASOHOL 90 PLUS C3:2000:GASOHOL 95 PLUS ,,,,,,,,,12000.0,21/10/2020,INDEFINIDO,KATY JANET ARELLANO GONZALES,0,-10.1225068,-77.2928402
229,202000083041,122794,122794-050-110820,20601380316,SERVICENTRO LH S.R.L.,"MZ. E-2, LOTE 1, PUEBLO TRADICIONAL, URB. MARIANO MELGAR",AREQUIPA,AREQUIPA,MARIANO MELGAR,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:4000:GASOHOL 95 PLUS ,C1:4000:GASOHOL 90 PLUS ,,,,,,,,12000.0,11/08/2020,INDEFINIDO,JUANA HOLGUINO IHUE,0,-16.4184802,-71.5189062
230,201800101262,121432,121432-050-210618,20603110162,ESTACION DE SERVICIOS TUNKIMAYO SOCIEDAD ANONIMA CERRADA,CARRETERA DE SAN PEDRO DE PUTINA PUNCO KM 268 C.P CURVA ALEGRE,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:5269:Diesel B5 S-50 ,C1:3951:GASOHOL 84 PLUS ,,,,,,,,,9220.0,21/06/2018,INDEFINIDO,FERNANDO MAMANI PERALTA ,0,-14.0409607,-68.95924149999999
231,202000093483,101883,101883-050-020820,20542341808,NL GROUP CONTRATISTAS E.I.R.L.,JR. TUPAC AMARU S/N CON JR. NUEVA ESPERANZA – C.P. CONSUELO,SAN MARTIN,BELLAVISTA,SAN PABLO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1360:GASOLINA 84 C2:1360:GASOLINA 90 ,C1:2260:Diesel B5 S-50 ,,,,,,,,,4980.0,2/08/2020,INDEFINIDO,NOEL ISUIZA CUMAPA,0,-6.819219899999999,-76.576998
232,201800195843,139940,139940-050-281218,10424459882,JOSE SANTOS MIGUEL FLORES NARRO ,LOTE SUB PARCELA UC N° 017332-C AV. VICTOR RAUL SECTOR MACABI BAJO,LA LIBERTAD,ASCOPE,PAIJAN,ESTACIONES DE SERVICIOS,C1:3400:Diesel B5 S-50 ,C1:1700:GASOHOL 90 PLUS C2:1700:GASOHOL 95 PLUS ,,,,,,,,,6800.0,28/12/2018,INDEFINIDO,JOSE SANTOS MIGUEL FLORES NARRO ,720,-7.7201057,-79.3504182
233,202100217112,103103,103103-050-011021,20548986908,EMPRESA DE TRANSPORTES Y SERVICIOS BEA S.A.C.,"CARRETERA PANAMERICANA NORTE, PARCELA 45A, SECTOR LA CHILAMPA ",LIMA,HUAURA,VEGUETA,ESTACIONES DE SERVICIOS,C1:6600:Diesel B5 S-50 ,C1:1600:GASOHOL 95 PLUS ,C1:1600:GASOHOL 90 PLUS ,,,,,,,,9800.0,1/10/2021,INDEFINIDO,DIANA CRISTINA HUANEY BAZAN,0,-10.9397944,-77.6463323
234,202000116949,21332,21332-050-230222,20600385080,SERVICENTRO LCJ EL EJE S.A.C.,EJE URBANO LOTE N° 192 - EL PEDREGAL,AREQUIPA,CAYLLOMA,MAJES,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:Diesel B5 S-50 C2:2000:GASOHOL 95 PLUS ,C1:4061:Diesel B5 S-50 ,C1:2095:GASOHOL 90 PLUS ,,,,,,,,12156.0,23/02/2022,INDEFINIDO,ELISA ELSA CARDENAS TAMO,0,-16.3597954,-72.1927327
235,201900152933,146663,146663-050-300919,20603142153,INVERSIONES JHONNATAN E.I.R.L.,"JR. SIMON BOLIVAR MZ. E, LOTE 15-A",AYACUCHO,SUCRE,QUEROBAMBA,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 95 PLUS ,,,,,,,,,8000.0,30/09/2019,INDEFINIDO,LICET VIRGINIA GARIBAY AROSTEGUI ,0,-13.9891662,-73.8183804
236,1565445,8644,0009-GRIF-21-2000,20322125497,GRIFO MARAVILLAS S.C.R.L.,CARRETERA JULIACA - CUSCO KM. 3.5,PUNO,SAN ROMAN,JULIACA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4000:DIESEL 2 ,C1:4000:DIESEL 2 ,C1:3000:GASOLINA 84 ,,,,,,,,11000.0,26/05/2005,INDEFINIDO,"CATI VELASQUEZ, JAVIER",0,-15.5066438,-70.1169401
237,202000139532,130942,130942-050-081020,20606525011,GRUPO M & P GRIFOS S.A.C.,AV. INAMBARI CON ESQUINA AV. NUEVA,PUNO,AZANGARO,ASILLO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:3595:GASOHOL 84 PLUS ,C1:3595:GASOHOL 90 PLUS ,C1:5395:Diesel B5 S-50 ,,,,,,,,12585.0,8/10/2020,INDEFINIDO,ANA MARISHELY MAMANCHURA PEREYRA ,0,-14.7861572,-70.353478
238,202200071869,16696,16696-050-090522,20609150751,GRIFO CENTRAL RIOJA E.I.R.L.,JR. ANGAIZA N° 391-395 ESQUINA CON JR. JUAN SIMONS,SAN MARTIN,RIOJA,RIOJA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:5473:GASOLINA 84 ,C1:5473:GASOLINA 90 ,,,,,,,,,10946.0,9/05/2022,INDEFINIDO,JORGE TORIBIO ARBILDO LOPEZ,0,-6.0570886,-77.1684847
239,202100084420,135204,135204-050-200521,20607614807,INVERSIONES BELLOTA JB S.A.C.,CARRETERA COLQUEMARCA - CUSCO S/N,CUSCO,CHUMBIVILCAS,COLQUEMARCA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:4100:Diesel B5 S-50 ,C1:2050:GASOHOL 90 PLUS C2:2050:GASOHOL 90 PLUS ,,,,,,,,,8200.0,20/05/2021,INDEFINIDO,BENIGNO BELLOTA TAPIA ,0,-14.2839374,-72.04153880000001
240,201600128470,63802,63802-050-160916,20480011571,ESTACION DE SERVICIO ZAMY S.R.L.,AV. HUAYNACAPAC N° 200-202 A.H VILLA EL SOL ,LAMBAYEQUE,CHICLAYO,REQUE,ESTACIONES DE SERVICIOS,"C1:3500:DIESEL B5,GASOLINA 84 ",C1:2250:GASOLINA 95 ,C1:4000:Diesel B5 S-50 ,C1:4000:Diesel B5 S-50 ,C1:2250:GASOLINA 90 ,,,,,,16000.0,16/09/2016,INDEFINIDO,ZAMIRRA VIRGINIA DELGADO DE ARRASCUE,0,-6.8711062,-79.81709529999999
241,202100029527,15702,15702-050-200221,20447841496,GRIFO'S K'LIFORNIA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,KM. 28 CARRETERA PANAMERICANA JULIACA - CUSCO,PUNO,LAMPA,CALAPUJA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:3000:GASOHOL 90 PLUS ,C1:4000:Diesel B5 S-50 ,,,,,,,,,7000.0,20/02/2021,INDEFINIDO,CORINA RUTH VELIZ BENIQUE,0,-15.8759768,-74.1731891
242,202200132278,152715,152715-050-010822,10452250361,VELEZ CHERO DAVID IGNACIO,JR. MOQUEGUA N° 697 SECTOR IV,PIURA,MORROPON,CHULUCANAS,ESTACIONES DE SERVICIOS,C1:2500:GASOHOL 84 PLUS ,C1:2500:GASOHOL 90 PLUS ,C1:2500:Diesel B5 S-50 ,,,,,,,,7500.0,1/08/2022,INDEFINIDO,VELEZ CHERO DAVID IGNACIO,0,-5.0988691,-80.1652373
243,201900125212,104839,104839-050-050819,10209775480,PABLO JULIAN EGOAVIL CAMACUARI ,CARRETERA MARGINAL LA MERCED - SATIPO KM 101,JUNIN,SATIPO,RIO NEGRO,ESTACIONES DE SERVICIOS,C1:1800:Diesel B5 S-50 ,C1:1800:GASOHOL 84 PLUS ,C1:1800:GASOHOL 90 PLUS ,C1:1800:GASOHOL 97 PLUS ,,,,,,,7200.0,5/08/2019,INDEFINIDO,PABLO JULIAN EGOAVIL CAMACAURI ,0,-11.2084381,-74.65907279999999
244,202200046419,9369,9369-050-180322,10294676282,FEDERICO ANTONIO CARPIO VARGAS,AV. CONFEDERACION Nº 515,CUSCO,CANCHIS,SICUANI,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6000:GASOHOL 90 PLUS ,C1:6000:Diesel B5 S-50 ,C1:6000:SIN PRODUCTO ,,,,,,,,18000.0,18/03/2022,INDEFINIDO,FEDERICO ANTONIO CARPIO VARGAS,0,-14.2592425,-71.2277744
245,201800161952,108958,108958-050-171018,20488102843,GRIFO´S SAN MARTIN S.A.C.,CASERIO PUERTO NARANJITO KM 248 - CARRETERA FERNANDO BELAUNDE TERRY,AMAZONAS,UTCUBAMBA,JAMALCA,ESTACIONES DE SERVICIOS,C1:3000:Diesel B5 S-50 ,C1:2000:GASOHOL 84 PLUS C2:1600:GASOHOL 90 PLUS ,,,,,,,,,6600.0,17/10/2018,INDEFINIDO,JORGE LUIS ARCE REQUEJO ,0,-5.9214227,-78.1197751
246,1919871,61861,0016-GRIF-15-2007,20504391354,EL REGALON S.A.C,AV. 27 DE DICIEMBRE MZ. 8S LOTE 9 SEGUNDO SECTOR SAN FRANCISCO TABLADA DE LURIN,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:7952:DIESEL B2 ,C1:2900:SIN PRODUCTO ,C1:2006:GASOLINA 90 ,C1:1749:GASOLINA 84 ,,,,,,,14607.0,3/12/2009,INDEFINIDO,"MENDOZA CISNEROS, ESTHER MARISOL",0,-12.1890488,-76.9279845
247,202200211230,7060,7060-050-091122,20604337012,CRUMAR S.A.C.,CARRETERA PANAMERICANA NORTE KM.186 (ANTES KM. 190 Y ANTES 173.6 LUEGO 185 SEGÚN CONSTA EN LA ESCRITURA DE TRANSFERENCIA DE PROPIEDAD Nº 1077),LIMA,BARRANCA,SUPE PUERTO,ESTACIONES DE SERVICIOS,C1:4000:GASOHOL 95 PLUS ,C1:4000:GASOHOL 90 PLUS ,C1:4000:GASOHOL 97 PLUS ,C1:4000:Diesel B5 S-50 ,C1:6000:Diesel B5 S-50 ,C1:6000:Diesel B5 S-50 ,,,,,28000.0,9/11/2022,INDEFINIDO,JORGE LUIS MARAVI ESPINOZA,0,-7.838863,-79.1526054
248,202100275007,21038,21038-050-231221,20548243948,SERVICIOS GAIA S.A.C.,"AV. TUPAC AMARU, ALTURA KM. 23 CARRETERA CANTA",LIMA,LIMA,CARABAYLLO,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 95 PLUS ,C1:8000:Diesel B5 S-50 ,C1:4000:Diesel B5 S-50 ,,,,,,,20000.0,23/12/2021,INDEFINIDO,JORGE LUIS MARAVI ESPINOZA,0,-11.880316,-77.0203237
249,202200132933,92944,92944-050-310722,10292260003,MIGUEL ANGEL POLANCO VELASQUEZ,"UBIC. RUR. SECTOR-A, LOTE 4, U.C. LADRILLEROS SAN JUAN BAUTISTA DE LA COMUNIDAD CAMPESINA DE CHARACATO",AREQUIPA,AREQUIPA,SOCABAYA,ESTACIONES DE SERVICIOS,C1:5900:Diesel B5 S-50 ,C1:3079:GASOHOL 90 PLUS C2:1480:GASOHOL 95 PLUS ,,,,,,,,,10459.0,31/07/2022,INDEFINIDO,MIGUEL ANGEL POLANCO VELASQUEZ,0,-16.3928384,-71.5307134
250,202000063222,149625,149625-050-160620,20603467851,SERVICENTRO EMPRESARIAL ALEJANDROS S.R.L.,"COMUNIDAD CAMPESINA HUANCARANI, SECTOR PARUPARU",CUSCO,PAUCARTAMBO,HUANCARANI,ESTACIONES DE SERVICIOS,C1:7903:Diesel B5 S-50 ,C1:7903:Diesel B5 S-50 ,C1:7903:GASOHOL 90 PLUS ,C1:3951:GASOHOL 84 PLUS C2:3951:GASOHOL 95 PLUS ,,,,,,,31611.0,16/06/2020,INDEFINIDO,ALEJANDRO PUMACHARA PUMA ,0,-13.5037024,-71.6548169
251,201800142185,20994,20994-050-050918,20509770213,INVERSIONES BROWN S.R.L.,JR. MANCO CAPAC N° 839 Y CALLE QUINUA,AYACUCHO,HUAMANGA,AYACUCHO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:6000:GASOHOL 95 PLUS ,C1:6000:Diesel B5 S-50 ,C1:6000:GASOHOL 90 PLUS ,C1:2000:GASOHOL 84 PLUS ,,,,,,,20000.0,5/09/2018,INDEFINIDO,GLADYS JANETT TENORIO GALVEZ,0,-13.1567029,-74.2208591
252,202200132931,163897,163897-050-220223,10154052882,RUEDA QUISPE JESUS ALFONSO,"AV. CENTRO POBLADO PUEBLO NUEVO DE CONTA, AV. VICTOR ANDRES BELAUNDE MZ. X2 LOTE 6 ",LIMA,CAÑETE,NUEVO IMPERIAL,ESTACIONES DE SERVICIOS,C1:4000:Diesel B5 S-50 ,C1:4000:GASOHOL 90 PLUS ,C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 97 PLUS ,,,,,,,,12000.0,22/02/2023,INDEFINIDO,JESUS ALFONSO RUEDA QUISPE,0,-13.0153265,-76.336077
253,202200202910,9575,9575-050-091122,20505880171,RED DE COMBUSTIBLES LIQUIDOS S.A.C.,"JR. TARATA MZ. 1, LOTE 1, URB. LA PERLA",PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1980:SIN PRODUCTO ,C1:5280:Diesel B5 S-50 ,C1:3300:GASOHOL 95 PLUS C2:3300:GASOHOL 97 PLUS ,C1:6600:GASOHOL 90 PLUS ,,,,,,,20460.0,8/11/2022,INDEFINIDO,FERNANDO FRANCISCO CABADA SAMAME,0,-12.0695909,-77.1236524
254,202300088288,131350,131350-050-050523,20602603505,ESTACION DE SERVICIOS QUILLINCHITO S.R.L.,JIRON CAHUIDE S/N - CARRETERA HUANCARAMA - ABANCAY,APURIMAC,ANDAHUAYLAS,HUANCARAMA,ESTACIONES DE SERVICIOS,C1:10000:Diesel B5 S-50 ,C1:3815:GASOHOL PREMIUM C2:3815:GASOHOL REGULAR ,,,,,,,,,17630.0,5/05/2023,INDEFINIDO,CLAUDIO VERA ALEGRIA,0,-13.6400856,-72.8840661
255,202100279176,138639,138639-050-010122,20601835089,EMPRESA MULTISERVICIOS GENERALES DUQUE JAN EL MAGNATE E.I.R.L.,CARRETERA CAJAMARCA - CELENDIN SECTOR CHIMCHIM CHUQUIPUQUIO (AV. MANCO CAPAC REF. A 01 KM SALIDA CP PUYLLUCANA),CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ESTACIONES DE SERVICIOS,C1:10000:GASOHOL 90 PLUS ,C1:10000:GASOHOL 95 PLUS ,C1:10000:Diesel B5 S-50 ,C1:10000:Diesel B5 S-50 ,C1:10000:Diesel B5 S-50 ,C1:5000:GASOHOL 84 PLUS C2:5000:GASOHOL 97 PLUS ,,,,,60000.0,1/01/2022,INDEFINIDO,JULIO ALBERTO NUÑEZ MIREZ,0,-7.1602094,-78.4591457
256,201300057314,100012,100012-050-280313,20547758227,SERVICENTRO SATO E.I.R.L.,"AV. LAS LOMAS DE CARABAYLLO (VÍA PERIURBANA TRAMO I-C), MZ. A, LOTE 01 - ASOCIACIÓN AGROPECUARIA LOS PALOMARES",LIMA,LIMA,CARABAYLLO,ESTACIONES DE SERVICIOS,C1:3690:Diesel B5 S-50 ,C1:2440:GASOHOL 90 PLUS ,C1:1460:GASOHOL 84 PLUS ,C1:1760:GASOHOL 95 PLUS C2:1910:GASOHOL 97 PLUS ,,,,,,,11260.0,28/03/2013,INDEFINIDO,JAVIER WILLIAM SAENZ ROSALES,0,-12.0983551,-76.9620498
257,202300030743,40146,40146-050-160223,20608868225,ORIENTE COMBUSTIBLES Y DERIVADOS S.A.C.,CALLE CONDAMINE Nº 178. ESQ. CON CALLE NAUTA Nº 385-389,LORETO,MAYNAS,IQUITOS,ESTACIONES DE SERVICIOS,C1:3615:DIESEL B5 ,C1:3615:GASOLINA 84 ,C1:5422:GASOLINA 84 ,C1:3615:GASOLINA 90 ,,,,,,,16267.0,16/02/2023,INDEFINIDO,JUAN LUIS LLANOS HERNADEZ,0,-3.7472959,-73.2447677
258,202200051435,44674,44674-050-240322,20441802863,GRUPO EMPRESARIAL DEL CHIRA S.A.,SUB LOTE A-2 ZONA INDUSTRIAL MUNICIPAL IV SULLANA,PIURA,SULLANA,SULLANA,ESTACIONES DE SERVICIOS,C1:6600:Diesel B5 S-50 ,C1:3300:GASOHOL 90 PLUS C2:3300:GASOHOL 84 PLUS ,,,,,,,,,13200.0,24/03/2022,INDEFINIDO,CARLO MARIO SANCHEZ CHUNGA,0,-4.9150687,-80.675692
259,202300074185,83653,83653-050-150423,20610508279,F & K ZEGARRA E.I.R.L.,CALLE TUMBES S/N LOTE 3-B FUNDO EL REINTEGRO LATERAL 4 DEL VALLE DEL CHILI A.A.H.H. ALTO LA LIBERTAD,AREQUIPA,AREQUIPA,CERRO COLORADO,PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS,C1:1955:GASOHOL PREMIUM C2:1942:SIN PRODUCTO ,C1:3957:GASOHOL REGULAR ,C1:3970:Diesel B5 S-50 ,,,,,,,,11824.0,15/04/2023,INDEFINIDO,MARLENE JULIETA ZEGARRA QUIRITA,0,-16.3424659,-71.58469749999999
260,201900085948,144346,144346-050-030619,20601966671,BRYLUZ S.A.C,AV. PICOL ORCOMPUGIO LOTE N°14 MANZANA E,CUSCO,CUSCO,SAN JERONIMO,ESTACIONES DE SERVICIOS,C1:9250:Diesel B5 S-50 ,C1:7240:Diesel B5 S-50 ,C1:7240:GASOHOL 90 PLUS ,C1:5260:GASOHOL 95 PLUS ,,,,,,,28990.0,3/06/2019,INDEFINIDO,TORIBIO ERNESTO PEREZ VALER ,0,-13.5282741,-71.8976205
261,202100198186,21191,21191-050-101021,20608340590,GRUPO CAMECH E.I.R.L.,CARRETERA FEDERICO BASADRE KM. 212,UCAYALI,PADRE ABAD,PADRE ABAD,ESTACIONES DE SERVICIOS,C1:4750:DIESEL B5 ,C1:5000:DIESEL B5 ,C1:8700:GASOLINA 90 ,C1:4000:GASOLINA 90 ,,,,,,,22450.0,10/10/2021,INDEFINIDO,LEYDI CHAINA DUEÑAS,0,-9.0192913,-75.4897739
